plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction
2614,54481,296,0.5002,0.7103,1.4080,0.3690
2615,54483,13,0.7493,1.1106,1.2960,0.4380
2616,54499,414,1.0458,4.0263,1.2380,0.2900
2616,54499,566,0.8412,3.5151,1.1570,0.4100
2617,54502,393,0.6628,3.2135,1.2080,0.3190
2617,54502,496,0.8132,2.2575,1.1850,0.4500
2618,54506,623,4.0973,6.8921,1.0850,0.3700
2642,54232,121,1.5985,2.3246,1.2290,0.3960
2642,54232,170,0.4241,1.0765,1.3810,0.6850
2642,54232,253,4.4484,4.6450,1.0950,0.4300
2642,54232,582,0.6465,2.1598,1.4100,0.2370
2643,54208,439,1.1944,2.5315,1.1690,0.2930
2644,54210,119,1.2787,2.7161,1.1900,0.2770
2645,54477,163,0.7770,3.6283,1.1610,0.4210
2645,54477,343,1.4265,2.1193,1.2550,0.3100
2646,54479,547,0.4107,0.8444,1.3980,0.1240
2646,54479,567,0.8560,0.9836,1.4190,0.6430
2647,54495,315,1.6044,2.3469,1.3330,0.1780
2649,54212,173,0.2522,2.1054,1.3340,0.2190
2649,54212,604,0.6724,0.0606,1.6730,0.0780
2650,54505,113,1.2950,2.7888,1.2070,0.4530
2651,54507,59,0.3340,0.1789,1.5220,0.0220
2651,54507,160,0.3857,2.7329,1.2630,0.3320
2651,54507,348,1.0023,2.7402,1.2200,0.5270
2651,54507,480,0.8115,1.9531,1.3170,0.6090
2651,54507,510,0.9625,3.4234,1.2180,0.3350
2652,54508,332,0.7646,1.4559,1.3820,0.2890
2654,54231,114,1.6506,2.5139,1.2090,0.5330
2657,54502,108,0.4906,1.0458,1.6870,0.1100
2660,54504,176,0.5697,2.5870,1.3640,0.3650
2661,54505,126,0.2640,0.7498,1.8970,0.0270
2661,54505,572,0.6414,0.7249,1.4020,0.3610
2663,54234,487,1.1210,2.8255,1.2280,0.3450
2663,54234,555,0.6997,2.4902,1.2280,0.3710
2664,54524,390,0.4171,2.4820,1.2360,0.3350
2665,54232,165,0.3919,0.5128,1.6130,0.1480
2666,54230,435,0.9214,2.6978,1.2560,0.4700
2744,54272,209,0.6773,2.6105,1.2800,0.6250
2744,54272,220,0.9910,2.5837,1.2450,0.5630
2744,54272,508,0.9670,3.0717,1.1790,0.1840
2745,54231,205,0.7930,3.5445,1.2750,0.4170
2745,54231,445,1.8126,2.0014,1.2710,0.5710
2749,54241,499,1.2954,4.8022,1.1600,0.3210
2751,54243,367,0.5077,1.8600,1.3360,0.0160
2751,54243,561,2.2420,2.8603,1.2080,0.2460
2753,54234,129,1.6562,4.4301,1.2070,0.2110
2755,54507,177,0.2920,2.6824,1.3360,0.2970
2755,54507,610,1.7037,2.1623,1.2200,0.4540
2756,54508,410,0.2537,0.3057,1.6190,-0.0280
2757,54509,347,0.8256,1.1644,1.5320,0.0980
2758,54523,392,0.9229,2.4026,1.2630,0.5560
2759,54534,61,1.2729,2.3905,1.2190,0.1790
2759,54534,113,1.1845,1.7963,1.3310,0.1850
2761,54534,50,0.4065,1.0232,1.6150,0.0570
2763,54507,227,0.1568,2.7257,1.2820,0.2850
2763,54507,445,1.2554,4.1435,1.1990,0.3700
2764,54535,279,0.6334,1.7455,1.3040,0.2530
2765,54535,382,0.9767,2.3675,1.1910,0.4220
2767,54243,318,1.3152,3.3215,1.1620,0.2030
2767,54243,379,0.5570,1.5708,1.4710,0.1380
2769,54527,477,1.8861,2.1961,1.3250,0.2620
2770,54510,123,1.5395,2.5532,1.2230,0.3490
2773,54533,21,0.7876,0.8368,1.3780,0.1430
2777,54554,154,1.2729,3.3722,1.2160,0.4270
2778,54539,60,0.7686,1.9848,1.2460,0.7460
2778,54539,273,1.5417,4.6518,1.1180,0.0830
2778,54539,508,0.9867,1.7481,1.2970,0.3000
2779,54540,467,0.3518,1.8027,1.3990,0.2360
2780,54557,182,0.5611,2.3050,1.4190,0.3440
2783,54524,7,0.9576,4.8424,1.2070,0.2600
2783,54524,395,0.2453,2.2599,1.2380,0.6210
2784,54529,484,0.6741,1.8604,1.3000,0.5240
2784,54529,592,1.2035,3.4533,1.1950,0.3410
2785,54537,440,0.6296,2.8901,1.2710,0.4220
2785,54537,574,1.7605,4.9235,1.1260,0.0520
2786,54540,463,1.8443,3.8355,1.1490,0.4350
2789,54555,206,1.3686,2.9446,1.2010,0.4200
2789,54555,316,1.5135,3.5208,1.2520,0.2820
2791,54556,290,1.7702,3.6620,1.1760,0.1170
2794,54537,416,0.4125,2.6894,1.2350,0.3740
2878,54465,518,0.3541,3.6059,1.3470,0.0530
2884,54526,164,0.9140,2.6537,1.2120,0.3830
2949,54557,557,3.3834,1.4335,1.4010,0.2160
2953,54560,251,0.6651,1.7978,1.4730,0.0570
2954,54561,611,1.3643,1.1515,1.5280,0.4580
2956,54525,5,1.7948,2.5638,1.2240,0.1830
2956,54525,85,1.8616,5.0030,1.1450,0.3850
2969,54586,119,0.4329,2.9080,1.2240,0.3350
2974,54592,44,0.4085,2.4694,1.3650,0.1900
