plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction,H_alpha,EW_H_alpha,H_beta,OIII,NII
2204,53877,438,0.5062,0.3089,1.4120,0.5210,163.8830,9.1140,40.4010,17.6730,72.1090
2205,53793,164,1.0599,3.3418,1.2590,0.3320,586.7710,38.9960,163.6590,73.8980,203.6580
2208,53880,393,0.5388,0.3092,1.3500,-0.0960,1130.6240,49.0190,313.7530,258.8830,278.1840
2208,53880,497,0.6433,0.1034,1.4680,-0.1330,439.0090,27.2150,111.7080,22.9560,162.9070
2212,53789,461,1.5357,3.7288,1.1890,0.2440,832.7940,61.0400,235.1670,261.1070,175.3100
2213,53792,25,2.0088,2.9858,1.2030,0.2060,880.8790,49.2360,243.8300,264.9790,211.2010
2213,53792,418,0.4341,2.2466,1.1980,0.6460,1172.6140,50.3180,242.2190,62.8140,501.8910
2214,53794,441,0.4097,2.5568,1.2580,0.3400,617.3250,37.1920,152.0490,59.2980,214.0680
2215,53793,19,0.7642,2.3276,1.2860,0.1170,514.8000,23.7580,129.4540,30.5890,215.0930
2215,53793,174,0.7368,2.5288,1.2210,0.5730,844.4960,33.2830,189.5130,43.0280,334.2560
2216,53795,167,0.7084,1.6608,1.3770,0.2140,429.7730,15.3620,123.7730,201.8190,99.5570
2216,53795,446,0.2092,0.4516,1.8550,-0.0370,-994.0000,-999.0000,4.7400,13.0450,-999.0000
2219,53816,478,1.5465,1.9730,1.2470,0.3880,909.2870,38.9050,223.4750,93.7070,314.4880
2219,53816,585,1.6298,3.1879,1.2640,0.1960,587.0000,30.7180,173.9160,167.2800,223.5150
2220,53795,109,0.3887,3.3838,1.2380,0.3650,786.0090,48.9070,194.5520,84.6000,267.5170
2224,53815,239,1.3719,3.2816,1.3000,0.1440,1045.2730,31.8090,294.6890,142.8820,424.5430
2225,53729,599,0.4080,0.9490,1.3450,0.3360,571.6560,13.9710,141.1400,327.7250,435.0660
2227,53820,389,2.9998,13.9202,1.0290,0.2650,4565.0850,681.0740,1519.5350,9123.9500,110.0100
2228,53818,60,0.9705,2.3290,1.3840,0.1850,505.1410,14.5090,121.1530,59.1940,252.8380
2228,53818,315,0.2561,1.7349,1.4310,0.3700,206.5280,11.5430,40.0090,59.7250,118.6740
2229,53823,31,2.5906,6.6201,1.1790,0.2900,1881.9180,229.4870,604.7370,2513.1420,141.0460
2229,53823,502,1.3129,2.6765,1.1680,0.4390,2184.8850,87.4040,502.6530,317.2020,858.2790
2230,53799,200,1.1131,2.7971,1.2250,0.4090,1047.9930,46.9690,275.8920,297.0650,328.8450
2230,53799,539,0.6258,2.1749,1.3740,0.3310,413.3190,14.7840,119.5110,258.3130,146.8880
2231,53816,326,0.8922,0.3246,1.4900,-0.0570,186.4810,7.1550,46.5260,12.6410,94.4990
2232,53827,455,0.3863,1.9809,1.3680,0.1990,425.8220,22.8150,126.3140,591.2270,229.4890
2235,53847,3,1.3086,2.2544,1.3320,0.2840,158.9870,24.3490,42.1320,71.1280,34.9570
2235,53847,114,5.7476,6.0455,1.1250,0.4630,1248.7640,177.3470,377.7720,1335.6160,100.3440
2237,53828,259,3.6557,7.2162,1.1060,0.5310,2086.5130,456.1020,646.5400,2972.5360,160.4530
2238,54205,106,1.8789,3.2554,1.2090,0.3320,1266.7410,61.3000,365.0340,649.9030,299.5820
2239,53726,81,0.9371,2.7659,1.2980,0.1620,435.5290,26.1700,99.5250,44.5420,133.1580
2241,54169,324,0.8134,1.9296,1.2630,-0.0120,86.6160,4.6690,19.8980,214.8230,96.3620
2241,54169,451,1.8342,5.5290,1.1450,0.4120,1908.2820,146.3540,569.5790,1876.7730,194.0480
2243,53794,259,0.6703,2.6375,1.3310,0.2190,1541.8620,71.8310,371.8130,425.4220,568.8900
2243,53794,482,0.3222,2.9363,1.3160,0.4540,626.1530,27.6220,150.0150,25.9840,253.9420
2245,54208,151,0.3010,1.7657,1.3880,0.4460,220.5220,11.6960,54.4090,4.4800,67.4850
2246,53767,444,0.7990,2.8209,1.2110,0.5640,959.7420,54.2750,223.9170,69.0580,331.0080
2246,53767,545,0.4088,1.8836,1.2750,0.6240,869.8200,37.0890,190.5390,82.7140,326.0870
2264,53682,518,0.9830,4.4469,1.2260,0.2220,1223.6120,59.5690,341.6780,212.7920,403.1700
2266,53679,315,0.9277,1.0578,1.2590,0.1840,615.5310,25.8670,158.0890,242.7700,145.4140
2272,53713,53,0.4671,3.7131,1.2660,0.3630,296.6690,17.2510,62.8990,13.1490,102.9420
2272,53713,637,0.3689,1.1483,1.7410,0.0300,75.2150,2.1110,24.8040,29.0850,53.0710
2274,53726,110,1.0853,3.8996,1.1980,0.4090,1190.6420,59.2330,308.0250,235.6380,345.3960
2274,53726,406,1.4726,4.1253,1.1410,0.3200,2046.7770,140.1970,573.4780,1388.0240,251.4160
2276,53712,216,0.2858,3.8989,1.2410,0.2440,544.7880,40.0920,138.4880,42.5910,195.6680
2278,53711,601,1.2385,3.0705,1.1930,0.2090,1390.7980,60.3150,375.1180,137.9200,465.5470
2280,53680,89,1.2123,2.7857,1.2280,0.3070,827.3150,48.5710,224.6500,205.8330,199.6830
2286,53700,640,1.3674,3.6180,1.2120,0.2180,1394.6440,57.4490,373.8020,430.9960,433.0460
2290,53727,415,0.2103,2.5871,1.2110,0.2980,695.0750,39.8160,200.3940,119.9930,205.0980
2290,53727,447,0.9080,3.3367,1.3060,0.3280,485.1820,21.8770,137.2430,60.5290,153.1070
2294,53733,266,0.3343,2.9679,1.2480,0.2530,920.1720,47.1110,240.3550,147.7730,320.3720
2294,53733,518,1.0496,2.6828,1.1830,0.4300,1657.8910,56.4000,410.7110,270.9770,504.5740
2296,53735,472,1.2824,2.2469,1.2830,0.1670,746.8750,30.1990,203.3980,123.7770,307.0570
2296,53735,511,0.1910,0.9524,1.5830,-0.0080,16.7700,1.0280,9.5600,16.4910,8.2330
2297,53738,358,0.7022,2.2026,1.3150,0.2530,547.8140,27.9510,140.7820,36.0180,197.4180
2297,53738,610,1.6004,2.7748,1.2110,0.1310,837.3470,43.9590,253.5270,286.5450,202.5630
2297,53738,628,1.3200,2.2248,1.2690,0.4120,831.5050,38.8960,217.7770,169.8860,293.5480
2298,53737,114,1.3315,6.1831,1.2190,0.0800,1899.6140,203.3850,524.2380,1247.3230,348.4990
2298,53737,582,1.3603,1.9214,1.4040,0.1420,855.9560,21.7720,236.4180,243.6600,304.3990
2341,53738,418,0.4472,1.7983,1.3430,0.3110,200.5980,7.1310,44.5420,25.7000,111.6250
2341,53738,450,1.2100,2.4859,1.2010,0.5110,917.7580,38.1470,229.1120,147.6590,288.2360
2344,53740,18,1.5157,3.7880,1.2110,0.1570,1388.6830,60.9540,395.9450,307.2780,407.8220
2344,53740,328,0.5293,1.4397,1.2360,0.6710,656.7160,33.4760,125.5570,30.6670,233.2160
2345,53757,634,1.0212,2.9051,1.2030,0.3620,381.0140,23.7630,114.9260,119.0250,107.4440
2346,53734,367,1.1687,4.3452,1.1800,0.0500,1408.3730,147.2160,411.1540,1343.7650,128.0170
2346,53734,450,0.8918,1.7260,1.2400,0.3080,490.9170,30.9550,130.0790,80.0400,130.2600
2347,53757,501,3.1760,11.5899,1.0440,0.3320,3763.7720,455.5200,1127.6460,4943.2420,222.8590
2349,53734,210,2.6831,5.1263,1.1570,0.3380,1259.6970,113.8770,402.8710,1029.3370,140.8120
2349,53734,324,0.6818,1.7117,1.2210,0.4770,1391.8140,56.9840,311.0800,161.8560,500.6480
2349,53734,411,1.1445,1.8240,1.2440,0.6820,2032.5650,51.6470,434.3980,173.0830,771.4360
2350,53765,145,0.7614,0.7850,1.4810,0.2380,198.9890,10.8370,60.0640,40.8210,80.2970
2352,53770,566,0.2299,1.9512,1.2770,0.3190,838.4170,37.4690,210.5800,73.6630,286.3870
2353,53794,428,1.5374,3.1838,1.1770,0.1920,2049.0310,57.3650,554.4660,490.1150,548.5000
2354,53799,506,1.3961,0.5569,1.3330,0.3380,1077.7490,53.3060,236.6590,115.5580,341.9130
2355,53792,18,0.5503,1.2113,1.4130,0.1380,231.6650,13.9730,59.6840,26.3000,87.6820
2355,53792,109,0.9596,2.7395,1.2210,0.3410,586.9560,40.0340,168.6570,105.1260,156.6230
2358,53797,361,0.7193,2.3325,1.2190,0.4550,1293.5590,62.8450,320.6460,371.2470,395.1910
2360,53728,35,1.4239,3.3151,1.1710,0.2890,1739.6600,75.8020,490.3900,799.7110,341.3200
2362,53759,125,1.1855,2.8110,1.2130,0.4610,1504.5420,56.1200,338.4910,78.2700,657.6720
2362,53759,153,1.3513,2.7013,1.2030,0.2020,862.7760,48.4500,242.9380,277.3730,198.5470
2363,53763,38,0.3365,2.4699,1.3850,0.4500,288.1790,18.8220,61.1920,10.7920,102.0060
2363,53763,567,0.9763,0.8212,1.3670,0.1680,430.1850,22.0970,103.7830,45.4780,189.9550
2366,53741,394,0.3430,1.4266,1.5620,0.2590,187.8200,10.7680,56.9460,384.8410,110.8080
2367,53763,71,0.4585,2.6702,1.2350,0.1600,696.5210,34.9350,222.9350,154.0950,210.9180
2367,53763,475,3.0412,8.2627,1.1980,0.1970,1567.8370,220.8340,460.4390,1121.0480,297.4280
2419,54139,458,1.3337,5.1316,1.1930,0.2070,2073.3730,154.8840,534.3950,517.4660,605.9340
2419,54139,528,0.7537,1.2882,1.3920,0.3640,576.1410,23.0530,126.7350,261.9780,368.8510
2422,54096,521,0.2344,2.9305,1.2370,0.5070,825.2840,37.5670,205.9450,55.1190,285.2160
2423,54149,189,1.2129,3.3850,1.1830,0.4610,670.2300,39.5480,191.6830,94.6590,234.0450
2423,54149,450,0.5995,2.0120,1.3230,0.6630,517.3770,26.8580,108.3770,29.4330,218.6690
2424,54448,411,0.5225,0.9705,1.6040,0.1640,75.4480,3.8020,19.5130,22.9740,51.0710
2425,54139,162,0.7765,5.7946,1.1700,0.4180,1502.3870,79.0250,382.5500,286.8690,379.2880
2429,53799,48,0.8299,2.2664,1.1980,0.6340,2201.1830,84.1910,452.5430,348.4500,668.4940
2429,53799,468,0.1616,2.3970,1.3970,0.2430,141.0140,10.4450,35.7940,13.6410,53.9870
2430,53815,51,1.3915,2.7672,1.2440,0.3090,1020.2130,35.5100,244.7780,42.1920,372.2390
2430,53815,257,0.3589,1.5452,1.5840,0.1630,81.7460,3.9180,26.4130,6.0800,34.2620
2431,53818,146,0.5196,3.8155,1.2000,0.4590,2298.4750,91.1480,550.4510,545.1490,562.1900
2431,53818,572,2.5112,6.1573,1.2110,0.2990,1840.5440,120.5750,447.9680,906.1930,1100.7880
2433,53820,634,0.9149,0.0222,1.6700,0.1220,27.5300,1.3990,8.5440,30.4690,22.3040
2434,53826,241,0.6214,1.3201,1.3380,0.7430,638.8620,21.4130,127.1690,43.4850,253.4700
2434,53826,635,0.7752,2.6124,1.2120,0.2780,1077.0130,47.3810,268.1810,173.2530,361.0980
2435,53828,420,0.2472,1.3737,1.3620,0.2210,242.6400,9.2510,60.2100,203.8380,155.4480
2435,53828,474,0.3663,1.8539,1.4030,0.5190,404.1590,16.6200,93.0180,54.5920,197.9290
2436,54054,350,0.6104,1.2331,1.3170,0.4230,523.6460,27.5760,123.6580,59.0610,213.2030
2437,53848,385,2.6653,8.0960,1.0830,0.1630,1135.1450,176.6170,370.8420,1172.6240,124.3210
2439,53795,306,0.4737,2.1946,1.2410,0.3970,440.3330,32.6200,103.3260,40.5860,152.3190
2440,53818,527,0.7758,1.7554,1.4350,0.2160,204.7750,11.0480,47.0510,10.4600,86.7310
2440,53818,602,0.6705,2.0464,1.2890,0.4240,481.8780,24.4270,111.2650,27.6490,176.4890
2477,54058,106,0.1768,2.5113,1.3310,0.2480,442.8290,27.6950,101.1150,30.9800,151.8250
2477,54058,329,0.8079,1.0542,1.3590,0.1940,344.1300,14.6910,79.7290,19.7430,129.8460
2478,54097,191,0.7660,1.9394,1.4990,0.1660,319.2890,12.4110,96.2770,230.4040,241.9500
2479,54174,187,0.8165,4.0844,1.2410,0.2200,983.8030,40.9930,269.1360,77.6110,404.7000
2481,54086,143,0.3804,0.9552,1.6230,0.3030,83.0390,4.3320,17.2350,8.3800,54.9340
2481,54086,154,1.1091,3.7427,1.2950,0.2970,1140.8810,33.2620,293.1150,100.8830,493.4180
2481,54086,264,0.3131,0.5379,1.7840,0.0550,28.9440,0.8050,-999.0000,25.0420,10.1790
2481,54086,383,0.4442,1.2755,1.4310,0.4080,369.9640,12.5470,86.5570,53.7470,159.6330
2481,54086,490,1.3153,1.8578,1.5020,0.2060,171.9550,7.5040,54.2810,36.6870,88.7630
2482,54175,434,1.1458,2.5057,1.2420,0.5520,856.8570,35.9040,196.1790,42.2670,345.0690
2483,53852,87,0.8079,1.8277,1.4490,0.0680,339.4230,15.0800,83.1040,26.2630,145.4920
2483,53852,325,0.5550,1.7927,1.2210,0.4020,2328.3750,56.9610,494.4080,216.0900,967.4210
2483,53852,572,2.6322,4.5325,1.1030,0.4030,1984.3560,304.6390,614.9760,3128.6080,73.5160
2484,54144,402,0.7315,1.7957,1.2290,0.6060,1476.6600,56.0790,315.8420,183.7050,467.5900
2485,54176,23,1.2595,3.4943,1.1790,0.1360,1262.9590,70.0760,333.9370,311.1380,301.3270
2485,54176,405,0.3834,3.3209,1.2250,0.1170,783.7440,40.6660,208.3520,60.5430,299.8250
2485,54176,458,1.8267,2.8748,1.1610,0.5680,1832.8720,82.1820,429.8310,264.7150,663.0980
2485,54176,461,0.1081,0.9513,1.4490,0.0510,106.3830,2.2580,16.9830,101.6290,85.0930
2485,54176,478,1.3164,4.2405,1.1780,0.2330,957.4360,57.8640,294.3980,259.7510,216.5940
2487,53852,107,1.0407,2.0564,1.4310,0.2340,178.7790,8.6710,44.5660,29.3920,82.5680
2488,54149,66,1.4060,2.7465,1.2250,0.3180,923.7120,48.7160,216.0110,88.8380,352.2110
2494,54174,19,1.1145,2.5447,1.2110,0.2780,1378.2570,52.3280,363.3430,434.7310,384.6830
2494,54174,176,0.9696,2.1608,1.2180,0.6440,722.4120,43.9260,185.5690,167.8480,193.2320
2495,54175,566,0.7410,2.8852,1.4080,0.2710,470.5700,14.2520,146.4320,120.0890,162.1020
2495,54175,609,1.7431,2.2895,1.2020,0.3140,1011.4900,50.2100,270.2410,214.0240,247.6680
2496,54178,73,0.5217,2.2667,1.2290,0.5950,1151.6050,32.6520,237.4250,97.4470,401.6090
2496,54178,194,0.2184,2.6148,1.2260,0.5310,466.6590,34.0770,113.1300,61.8880,136.2170
2498,54169,123,0.3480,3.0898,1.3950,0.1980,93.4170,5.9120,20.2500,16.2350,47.6240
2499,54176,95,0.5839,2.9282,1.3530,0.2430,1574.1860,39.1660,388.3340,1282.9440,811.1280
2499,54176,503,0.8494,3.3994,1.2100,0.1690,611.8710,32.8650,167.9270,233.0070,154.8200
2501,54084,121,1.8772,4.1591,1.1970,0.2060,1299.0340,68.7760,380.4500,501.9210,350.5950
2504,54179,502,0.5098,3.1071,1.2010,0.3960,1008.2080,54.4160,261.5530,65.5360,367.5900
2508,53875,23,0.9826,3.3544,1.2140,0.3850,1023.2650,43.3190,319.9360,247.6440,324.3360
2508,53875,331,0.9071,3.0370,1.1740,0.2280,1233.7620,52.3500,341.5310,410.6400,282.3700
2510,53877,254,0.4665,2.7072,1.2720,0.5000,1232.3440,48.5590,281.7190,190.7530,392.1070
2511,53882,156,1.2053,3.5554,1.1650,0.2790,992.6300,43.9190,280.6420,381.3590,213.0090
2511,53882,202,0.4650,2.6101,1.4020,0.3990,217.2960,13.5980,45.9710,13.0770,72.7840
2511,53882,409,0.3551,2.6548,1.2400,0.3860,801.1440,31.2380,205.2550,66.4900,289.5650
2513,54141,332,0.2140,2.6685,1.3030,0.0970,449.1610,32.3720,125.1490,47.7890,138.4890
2514,53882,510,0.3985,2.7127,1.2620,0.4250,1076.5700,28.0830,242.3570,36.1980,383.0560
2516,54240,91,0.9045,3.4607,1.2920,0.1520,773.3140,38.3060,229.4640,359.8370,199.1380
2517,54567,382,0.9999,2.0816,1.3370,0.6540,436.4310,23.0810,104.4240,76.9020,143.9080
2519,54570,232,1.8728,5.4874,1.1230,0.1400,1909.5610,194.8130,542.0110,2384.5750,129.8240
2520,54584,322,0.2749,0.6943,1.3480,0.1740,766.7750,34.7270,216.4370,77.8730,282.3220
2521,54538,638,0.4673,0.9125,1.3340,0.1130,232.6890,14.5780,59.4560,28.4540,88.3050
2523,54572,241,0.9780,2.3802,1.1910,0.2610,864.0180,50.0430,227.0010,383.7820,154.1100
2523,54572,560,0.5218,2.5283,1.2320,0.2380,622.5610,38.2950,169.1320,67.5840,218.9650
2525,54569,463,0.5759,1.3511,1.5340,0.1270,185.0610,7.3510,60.1440,56.6580,88.2240
2528,54571,219,0.7520,1.1393,1.4590,0.4390,151.3950,8.9910,31.6800,33.9870,92.0010
2530,53881,72,1.3990,2.5418,1.2570,0.3030,438.6460,21.0510,118.1050,94.6770,149.8820
2532,54589,224,1.4650,3.3274,1.2760,0.1690,615.8850,33.5380,195.7350,451.1430,160.7170
2570,54081,116,1.2285,3.1339,1.2350,0.3720,670.6730,34.5720,181.3270,66.1830,232.2740
2571,54055,102,0.6097,3.1433,1.2390,0.2110,781.0660,23.8800,192.7240,89.8180,309.7410
2572,54056,156,0.4701,1.3595,1.5600,0.2060,152.6600,6.4250,38.0530,377.8820,103.1210
2575,54085,323,1.1232,2.2115,1.2080,0.0800,780.7380,38.6830,239.6810,406.2650,155.1930
2581,54085,23,1.2730,3.4798,1.1730,0.3690,577.9940,40.7870,155.8180,109.7710,156.0600
2583,54095,99,1.0361,3.2462,1.2610,0.1350,845.5930,35.8480,245.8160,175.5950,226.4900
2583,54095,563,0.3781,1.9140,1.2860,0.2120,476.8230,29.8740,117.3990,52.5570,148.6930
2583,54095,576,0.6208,2.3730,1.2750,0.1840,507.7760,36.9020,149.8460,73.6680,153.0780
2584,54153,458,0.5980,3.0570,1.4000,0.1170,201.0340,11.8420,57.0240,32.8890,90.3320
2584,54153,545,0.2974,2.9049,1.2120,0.4700,20.5820,1.1250,159.6750,57.7030,-999.0000
2587,54138,128,1.2463,2.2696,1.4350,0.2740,166.9290,9.2070,41.1960,16.4540,82.4330
2587,54138,630,1.0427,1.9732,1.2410,0.4300,782.6750,39.5100,187.2230,43.0000,305.4870
2588,54174,340,1.0874,2.7666,1.2000,0.3230,1806.4640,55.8340,446.5190,130.8830,713.1840
2588,54174,457,1.3877,3.9989,1.1760,0.4180,1945.3210,76.3630,532.5210,397.2960,530.6140
2591,54140,593,1.2148,2.1283,1.2550,0.3160,454.7490,30.2840,122.6700,43.5050,157.3220
2592,54178,350,0.7205,1.1953,1.2590,0.4910,840.3960,39.3110,177.1990,141.6600,305.9010
2593,54175,572,2.4296,1.4965,1.2340,0.5310,1144.6840,37.4750,247.0210,194.3290,343.3020
2595,54207,408,0.7619,2.0865,1.2550,0.4540,1315.7570,51.8880,318.9710,179.1790,454.8460
2595,54207,410,1.2495,2.5741,1.2300,0.2500,1101.4020,55.2930,314.9930,464.6130,202.8570
2596,54207,527,0.5932,1.0090,1.3670,0.4710,755.3760,29.6730,159.5340,71.4520,332.3370
2599,54234,77,0.4701,2.2296,1.5190,0.1250,262.5790,10.9870,78.0070,132.8610,89.3380
2600,54243,429,0.3416,0.8007,1.8880,0.0030,25.1550,0.3410,-994.0000,13.0040,21.0150
2601,54144,311,1.0870,1.9193,1.2700,0.2560,1221.1990,39.1290,314.9180,196.4330,492.4370
2601,54144,397,0.2491,0.9277,1.6650,0.1580,270.8270,8.0950,69.1190,567.6070,186.8290
2602,54149,298,0.6538,1.9346,1.3410,0.1730,318.0050,16.2700,82.4170,20.1580,159.7000
2602,54149,621,0.9137,1.8976,1.2560,0.1560,1457.3670,55.7600,357.8320,91.6850,549.8030
2603,54479,243,2.0920,3.7449,1.1810,0.4020,1082.3570,61.9400,265.0260,249.4050,312.5000
2604,54484,471,0.2774,3.4672,1.2520,0.2630,513.2840,24.3050,142.9390,44.5800,193.2350
2604,54484,493,0.6897,2.5076,1.2020,0.5470,1282.4180,67.2560,284.0920,215.6700,401.8140
2605,54484,94,0.5960,2.5034,1.3310,0.2920,621.0600,29.9530,156.4740,105.9170,240.9770
2605,54484,146,1.4901,4.7866,1.1740,0.1420,1111.4530,62.7620,276.8520,173.0670,333.4450
2606,54154,302,0.4540,1.1804,1.2970,0.0630,51.3240,1.0630,-999.0000,55.7330,41.5550
2606,54154,591,1.0230,2.1620,1.2660,0.2530,373.3500,24.9040,106.1530,105.2090,105.5160
2608,54474,105,0.8739,1.4669,1.4930,0.2170,170.6850,8.0480,39.8070,31.0810,80.5930
2610,54476,590,0.9158,2.5091,1.2460,0.5020,1183.1880,59.3610,290.7660,184.8720,419.4310
2611,54477,54,0.6390,2.4135,1.2640,0.2080,1002.8020,61.9070,280.3070,588.9180,158.4390
2611,54477,171,1.3676,2.6544,1.2520,0.4430,646.1690,41.0010,162.5410,63.8330,223.6510
2611,54477,273,1.0272,1.8031,1.2780,0.3590,489.0260,30.5220,110.9990,49.2080,157.2910
2611,54477,399,1.8524,2.9539,1.2040,0.3170,772.3230,54.5850,236.7600,436.1870,136.6510
2613,54481,43,0.4031,0.6725,1.4680,0.0990,154.1260,8.2680,42.1490,16.5400,63.2630
2613,54481,109,1.0362,2.3805,1.2450,0.3580,920.6320,38.4310,223.5790,147.6340,311.5740
2614,54481,296,0.5002,0.7103,1.4080,0.3690,422.7330,22.4190,104.9650,98.7150,168.3540
2615,54483,13,0.7493,1.1106,1.2960,0.4380,757.4880,45.3160,173.3680,198.7890,208.5850
2616,54499,414,1.0458,4.0263,1.2380,0.2900,407.0490,26.0050,116.4290,86.3050,115.2880
2616,54499,566,0.8412,3.5151,1.1570,0.4100,861.6720,61.6800,239.9820,273.1770,187.4270
2617,54502,393,0.6628,3.2135,1.2080,0.3190,1091.7120,43.2420,296.3570,207.9500,313.3490
2617,54502,496,0.8132,2.2575,1.1850,0.4500,1139.1130,56.5380,285.0660,531.1170,249.7010
2618,54506,623,4.0973,6.8921,1.0850,0.3700,1722.1500,227.8040,577.3970,2436.3950,75.9860
2642,54232,121,1.5985,2.3246,1.2290,0.3960,928.4150,55.8210,246.6600,473.2670,176.9070
2642,54232,170,0.4241,1.0765,1.3810,0.6850,623.4460,21.1580,122.1960,61.3600,318.2120
2642,54232,253,4.4484,4.6450,1.0950,0.4300,1540.1240,167.7030,472.5410,1738.9360,65.0310
2642,54232,582,0.6465,2.1598,1.4100,0.2370,174.0750,11.4480,37.9330,26.9030,79.2860
2643,54208,439,1.1944,2.5315,1.1690,0.2930,2368.3400,98.7920,619.6230,1573.6740,354.1080
2644,54210,119,1.2787,2.7161,1.1900,0.2770,528.9930,31.8870,139.6050,124.2400,146.2230
2645,54477,163,0.7770,3.6283,1.1610,0.4210,1426.5440,86.9650,359.5530,430.7320,309.7700
2645,54477,343,1.4265,2.1193,1.2550,0.3100,2003.6240,63.2090,500.1260,376.9650,623.0640
2646,54479,547,0.4107,0.8444,1.3980,0.1240,28.6670,1.1940,3.2940,94.6790,68.3900
2646,54479,567,0.8560,0.9836,1.4190,0.6430,627.8240,32.7430,101.1190,21.6960,247.5700
2647,54495,315,1.6044,2.3469,1.3330,0.1780,1126.1690,50.2470,328.3480,1182.0160,138.6840
2649,54212,173,0.2522,2.1054,1.3340,0.2190,450.0250,18.5730,106.4160,28.1850,166.9640
2649,54212,604,0.6724,0.0606,1.6730,0.0780,89.3960,4.3220,20.5760,14.8620,54.4600
2650,54505,113,1.2950,2.7888,1.2070,0.4530,824.5430,43.4220,227.9610,130.7360,206.8740
2651,54507,59,0.3340,0.1789,1.5220,0.0220,36.5350,1.4370,10.9970,29.3600,43.9230
2651,54507,160,0.3857,2.7329,1.2630,0.3320,925.5700,37.4330,229.1830,98.0800,385.5570
2651,54507,348,1.0023,2.7402,1.2200,0.5270,868.4300,47.5480,239.4400,162.3810,266.1590
2651,54507,480,0.8115,1.9531,1.3170,0.6090,514.9810,25.1990,105.0170,24.6980,249.2530
2651,54507,510,0.9625,3.4234,1.2180,0.3350,779.0790,40.4910,226.7950,430.5430,158.5890
2652,54508,332,0.7646,1.4559,1.3820,0.2890,507.1120,27.7520,112.6530,24.7350,194.2450
2654,54231,114,1.6506,2.5139,1.2090,0.5330,771.6850,42.1850,209.3300,185.3840,220.7370
2657,54502,108,0.4906,1.0458,1.6870,0.1100,79.3320,2.5910,15.4060,89.6170,70.8670
2660,54504,176,0.5697,2.5870,1.3640,0.3650,325.1030,17.7400,71.4190,38.5540,168.4000
2661,54505,126,0.2640,0.7498,1.8970,0.0270,48.6280,1.7070,14.8400,38.7790,36.3440
2661,54505,572,0.6414,0.7249,1.4020,0.3610,376.4630,19.8830,103.5940,59.4380,153.0050
2663,54234,487,1.1210,2.8255,1.2280,0.3450,687.0700,46.8840,190.0440,188.6600,186.0460
2663,54234,555,0.6997,2.4902,1.2280,0.3710,807.8030,37.3980,227.5190,102.2140,295.9350
2664,54524,390,0.4171,2.4820,1.2360,0.3350,675.6690,31.9150,172.4910,127.9610,197.0990
2665,54232,165,0.3919,0.5128,1.6130,0.1480,93.6410,3.8890,19.9360,29.5730,57.2120
2666,54230,435,0.9214,2.6978,1.2560,0.4700,1703.1250,66.2580,421.2680,251.7980,600.1300
2744,54272,209,0.6773,2.6105,1.2800,0.6250,818.2460,38.1640,148.9630,24.7690,293.5430
2744,54272,220,0.9910,2.5837,1.2450,0.5630,421.1630,25.1630,100.7180,69.6310,139.2850
2744,54272,508,0.9670,3.0717,1.1790,0.1840,1073.9220,57.6600,300.3000,264.3360,267.0740
2745,54231,205,0.7930,3.5445,1.2750,0.4170,454.6780,21.0400,112.7380,24.5710,161.2240
2745,54231,445,1.8126,2.0014,1.2710,0.5710,655.9860,35.9060,161.7960,76.3890,245.3380
2749,54241,499,1.2954,4.8022,1.1600,0.3210,1662.9430,124.1730,440.6920,432.4990,510.6180
2751,54243,367,0.5077,1.8600,1.3360,0.0160,334.9840,25.6770,88.5550,32.9680,112.0290
2751,54243,561,2.2420,2.8603,1.2080,0.2460,1153.7420,47.3830,310.1180,167.4790,431.2300
2753,54234,129,1.6562,4.4301,1.2070,0.2110,2491.2890,84.2310,592.6690,538.0300,727.5760
2755,54507,177,0.2920,2.6824,1.3360,0.2970,311.1570,15.7280,81.3600,34.0610,132.0950
2755,54507,610,1.7037,2.1623,1.2200,0.4540,1931.0060,59.6880,437.8590,274.4610,618.7860
2756,54508,410,0.2537,0.3057,1.6190,-0.0280,11.0380,0.3350,-994.0000,12.2790,7.0070
2757,54509,347,0.8256,1.1644,1.5320,0.0980,177.9580,7.4450,48.7040,47.3380,70.8180
2758,54523,392,0.9229,2.4026,1.2630,0.5560,584.4340,31.9790,135.0260,38.9010,255.3020
2759,54534,61,1.2729,2.3905,1.2190,0.1790,751.3430,47.6950,225.9630,211.9980,173.2790
2759,54534,113,1.1845,1.7963,1.3310,0.1850,373.3140,23.6010,86.1210,18.6600,101.2470
2761,54534,50,0.4065,1.0232,1.6150,0.0570,13.8660,0.4390,34.9600,-994.0000,-999.0000
2763,54507,227,0.1568,2.7257,1.2820,0.2850,210.1590,17.4830,55.0140,16.1300,84.2470
2763,54507,445,1.2554,4.1435,1.1990,0.3700,1342.4040,64.6460,340.3730,185.7990,408.1350
2764,54535,279,0.6334,1.7455,1.3040,0.2530,428.0510,24.5370,113.1710,40.5990,140.0760
2765,54535,382,0.9767,2.3675,1.1910,0.4220,1111.7870,46.5730,270.5030,159.5410,310.3580
2767,54243,318,1.3152,3.3215,1.1620,0.2030,1129.3030,48.9340,291.7060,174.9270,339.9810
2767,54243,379,0.5570,1.5708,1.4710,0.1380,241.5940,10.1890,70.6590,53.8170,112.8790
