plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction,H_alpha,EW_H_alpha,H_beta,OIII,NII
1033,52822,613,1.4111,1.8898,1.2970,-0.1260,236.0370,45.3420,81.8650,194.9190,24.4420
1033,52822,626,2.3100,4.3956,1.1940,0.2100,237.5400,47.6810,81.7780,168.4370,30.5610
1034,52525,343,1.6622,2.0402,1.2490,0.3350,434.1620,39.6850,120.7630,85.2360,136.8160
1034,52525,496,0.8083,3.6658,1.2260,0.1870,546.6220,44.3180,173.0810,161.7910,109.4310
1034,52525,559,2.9746,1.8593,1.2790,0.1930,280.3900,40.2940,74.5770,73.6120,67.6650
1036,52582,605,1.7376,3.5438,1.2550,0.1750,512.3320,63.1790,136.5600,392.8380,53.0310
1037,52826,34,1.4056,2.8414,1.2870,0.2220,161.9020,20.2070,50.5530,91.2610,23.8320
1037,52826,68,0.5631,2.5308,1.2750,0.2520,247.7190,35.7020,62.7280,92.8500,44.2070
1037,52826,90,1.9577,4.4395,1.1840,0.2220,529.3190,86.8340,168.6170,430.4180,54.9040
1037,52826,442,1.1902,4.2009,1.2210,0.3800,179.3310,35.9250,55.0780,69.5150,38.7720
1037,52826,559,0.6444,1.8609,1.2730,0.1730,239.5480,29.8380,66.2900,36.5180,67.2800
1037,52826,584,0.5963,3.2541,1.3270,0.2430,127.5420,20.0060,35.3040,14.8370,36.6000
1037,52826,600,1.4132,2.0825,1.3000,0.3120,185.4610,31.6570,52.7310,87.8630,29.0280
1037,52826,623,1.9267,2.2082,1.2780,0.4210,153.1010,33.7610,40.9630,59.2540,28.9370
1037,52826,628,1.4006,1.9189,1.2710,0.1780,424.1710,57.0890,133.0140,281.6440,56.6030
1039,52707,166,0.4347,3.0835,1.2040,0.4730,2745.0640,79.2040,632.5000,272.5260,934.7960
1042,52725,203,1.1789,3.1805,1.2410,0.2280,913.1790,43.2510,240.3830,167.2180,295.8850
1046,52460,109,1.6385,3.9230,1.2990,0.1410,1122.3070,35.6850,337.2280,696.4430,392.8780
1048,52736,532,0.7444,1.3907,1.5080,0.1080,170.6820,6.7200,46.3140,50.4280,78.9900
1051,52468,476,0.6645,3.5475,1.1560,0.5650,1247.3750,69.5160,349.7210,432.5200,266.2310
1052,52466,115,2.9159,4.6793,1.1310,0.5420,1740.3980,155.0850,518.8390,1740.3590,152.4890
1052,52466,432,1.2548,2.9811,1.2070,0.1940,1034.1910,49.5750,315.1810,575.9880,222.5050
1055,52761,438,0.5573,1.7198,1.3350,0.5050,494.0520,24.9280,119.0570,25.8990,186.5480
1056,52764,153,2.6424,7.5537,1.1270,0.1970,2262.1310,215.4600,681.6000,2247.0520,175.7620
1060,52636,284,0.8166,2.1476,1.1880,0.1280,739.4720,41.8660,199.1250,543.7740,88.4410
1064,52577,273,0.6218,3.4617,1.2420,0.1930,476.3410,46.9310,153.8370,199.8220,90.9280
1066,52589,95,1.1550,4.7900,1.1850,0.2700,749.9900,69.3650,225.0430,294.5960,153.9290
1068,52614,144,1.4499,2.9851,1.2100,0.2110,794.7400,59.9750,245.8060,479.1190,114.3530
1068,52614,373,1.6292,1.7684,1.1800,0.0120,267.2020,47.4830,56.1520,133.7610,27.1590
1072,52643,224,1.2972,2.8361,1.2290,0.1210,387.6080,32.9080,103.5340,253.1040,57.3940
1072,52643,502,0.5649,3.0876,1.1800,0.3100,322.2610,45.2670,95.5280,157.1350,52.9800
1072,52643,616,0.4629,1.8059,1.2770,0.5720,733.6670,58.3340,181.8210,239.8780,145.5910
1074,52937,107,0.5391,1.0920,1.4860,0.5000,264.5830,12.8960,42.5640,15.5920,108.3140
1074,52937,156,0.3278,1.1849,1.4910,0.3850,210.0190,11.8300,51.4080,50.3920,89.1850
1074,52937,282,1.1663,3.8977,1.2300,0.0720,422.2960,65.7500,139.0900,264.7020,70.5790
1074,52937,375,2.0197,4.1052,1.1600,0.2290,219.3250,62.1350,74.3590,186.0650,10.7060
1075,52933,90,2.0822,3.9934,1.2110,0.0300,349.7590,46.3250,104.8690,168.4610,51.3540
1076,52914,203,1.1905,3.2312,1.2410,0.2940,541.8520,36.9930,150.6800,61.3180,211.3990
1077,52644,85,0.1183,2.9405,1.2990,0.3910,196.6850,24.9230,56.2700,40.5180,47.1520
1080,52614,536,1.6534,3.4136,1.2240,0.2510,301.4870,38.6610,87.4660,119.7380,56.7640
1081,52531,396,1.1581,2.3768,1.2600,0.0890,575.9810,33.2900,167.8610,83.7570,174.9270
1082,52523,95,1.2923,0.6700,1.3700,0.0120,238.0050,22.4830,81.1440,47.3680,75.7210
1082,52523,254,1.7485,1.5868,1.2780,0.1390,1069.9340,68.2260,281.9690,336.7040,229.9260
1082,52523,497,0.6117,2.4663,1.2890,0.1960,347.2260,27.6170,93.7830,37.6110,107.2320
1082,52523,550,0.5817,2.1581,1.2560,0.6410,927.1880,45.7580,213.1760,61.9590,406.4030
1085,52531,427,0.9560,3.0917,1.3140,0.2600,172.5090,15.0510,49.5010,16.1490,69.4060
1085,52531,561,0.8188,2.1029,1.2790,0.1880,339.8460,27.3630,80.8720,18.3040,119.1640
1086,52525,195,0.3394,2.6893,1.2170,0.3370,236.8420,30.3950,82.6230,70.5270,52.4260
1086,52525,284,1.1496,1.0452,1.3220,0.2250,527.9660,35.3750,123.7620,67.8260,185.6620
1086,52525,298,0.9382,1.2191,1.3030,0.3830,594.9130,41.3830,148.0170,153.2530,136.0830
1087,52930,183,0.9542,2.8476,1.2360,0.3950,446.6860,33.7090,110.4100,60.4490,140.5800
1087,52930,293,0.9050,7.4412,1.2520,-0.0830,190.7600,65.6280,55.4770,163.6250,16.4210
1089,52913,116,0.7916,2.1680,1.2530,0.1530,579.6300,38.4430,150.4170,66.0020,167.3480
1089,52913,186,0.6117,3.3597,1.2830,-0.1120,125.8360,25.1700,42.2560,63.3410,25.8090
1089,52913,198,0.6756,2.5786,1.2250,0.1840,401.9120,37.6930,113.5330,129.8250,120.2530
1089,52913,382,0.8630,1.8850,1.3950,0.1840,298.1620,15.8320,88.5580,77.2310,124.3030
1089,52913,536,1.6981,3.6708,1.1720,-0.0450,308.1630,32.2190,96.9740,188.6300,51.1030
1089,52913,622,0.3646,1.5260,1.2850,0.3000,169.1360,20.9490,51.4000,21.0240,55.6700
1090,52903,405,1.7937,1.6346,1.2570,0.1800,317.5960,32.9650,82.2040,40.6140,91.7120
1091,52902,461,0.4321,3.0906,1.1880,0.2980,359.8620,40.2030,101.8720,68.6160,92.8310
1093,52591,223,1.1157,1.5914,1.2450,0.0280,218.4430,33.1050,61.6110,129.8250,35.4050
1096,52974,367,2.5259,2.1398,1.2520,0.1150,312.8780,34.2410,95.5870,121.0300,61.1340
1096,52974,481,1.0428,1.5719,1.2580,0.3180,477.5870,28.7130,126.5620,85.2650,139.9400
1106,52912,222,1.4790,2.8566,1.1660,0.2010,713.1790,47.4200,227.5270,527.7280,70.1620
1106,52912,347,1.0085,1.6968,1.2640,0.3700,746.0800,49.7800,206.0640,322.2840,162.0940
1107,52968,234,2.4417,4.3471,1.1290,0.1970,419.6140,64.9010,129.7840,272.6790,46.6700
1115,52914,173,0.5960,1.6084,1.2680,0.3020,375.9060,46.3240,101.8950,103.6210,70.4630
1158,52668,547,0.9768,1.8461,1.2300,0.3760,2395.4030,75.7430,584.5680,629.2900,712.2240
1158,52668,607,0.6013,2.0273,1.2710,0.4840,636.8050,34.9480,148.6740,36.3880,236.2130
1159,52669,151,0.6800,1.5033,1.4140,0.2880,296.7680,12.4320,73.6050,23.7110,133.9620
1159,52669,159,0.2453,0.4054,1.6690,0.0500,22.4350,0.8080,6.0350,20.5750,33.0760
1159,52669,361,0.9253,2.5599,1.2630,0.4010,1223.8210,35.2810,287.7820,121.9210,519.4100
1163,52669,529,1.3039,1.7496,1.2340,0.1400,488.7180,33.1960,130.6580,126.2260,111.5770
1167,52738,544,0.6743,1.9232,1.3150,0.4600,463.0000,25.7360,118.4520,24.0940,167.8980
1168,52731,20,0.6809,1.3912,1.3640,0.3250,753.4010,26.3360,179.4940,62.8490,348.3570
1168,52731,574,1.2747,3.1926,1.1950,0.2990,1328.4400,60.9990,349.4940,300.9400,330.2050
1169,52753,54,1.6141,3.5613,1.1890,0.2880,869.7910,52.3550,229.5480,230.7050,190.3230
1170,52756,245,2.3896,2.9729,1.1780,0.3520,824.0460,55.0850,256.6810,462.2510,141.8800
1170,52756,538,1.0560,3.4182,1.2050,0.3280,1916.3590,92.4220,544.2140,546.3220,461.4740
1170,52756,609,0.5793,1.6947,1.3180,0.7250,795.0310,31.1690,143.0720,25.8800,290.9430
1171,52753,405,1.5143,3.1374,1.1990,0.1160,2223.5130,70.9750,624.7930,794.7740,513.4970
1172,52759,134,0.8581,2.3078,1.3820,0.2890,266.4550,13.6080,68.7510,62.4770,167.2970
1174,52782,290,0.5134,3.6688,1.2000,0.1750,681.1200,49.5160,190.6340,104.0540,232.2010
1175,52791,208,0.1542,2.2487,1.2740,0.3520,312.7340,23.2340,87.0950,33.6260,123.2630
1177,52824,113,0.7712,3.2333,1.3460,0.1630,284.2210,16.2380,71.1610,29.1510,142.9540
1177,52824,591,0.6337,2.5351,1.2600,0.4320,1206.6460,44.2840,267.4510,95.7020,424.9610
1178,52825,3,0.1696,2.1163,1.2680,0.4260,588.8080,31.4750,131.0130,105.6200,176.2100
1178,52825,92,1.2354,2.3074,1.3780,0.1610,1350.4580,36.8140,356.9830,274.1940,480.1310
1178,52825,480,1.3827,2.9297,1.1920,0.2990,1192.8270,60.3040,317.3700,333.1300,280.2410
1178,52825,607,0.4827,0.9240,1.5110,0.2170,197.1620,8.6880,35.2130,39.1010,126.3780
1189,52668,43,1.1335,3.5885,1.1890,0.0870,888.6970,54.5800,245.0540,187.4670,239.1740
1194,52703,260,0.6686,1.9923,1.3670,0.5730,408.4260,23.6300,91.0040,18.8580,147.0650
1194,52703,353,0.8012,1.4294,1.2880,0.4080,775.3830,50.9540,179.5390,114.8140,209.5920
1194,52703,429,1.0735,2.9449,1.2040,0.4050,1917.5390,77.0900,495.1110,217.5400,712.9820
1195,52724,60,3.8279,11.6648,1.0490,0.0900,2954.8370,357.2580,889.9140,4329.8240,117.8030
1195,52724,250,0.3004,1.3073,1.3820,0.0870,228.6720,10.9150,70.6240,196.2780,77.2460
1196,52733,574,1.5533,0.0738,1.7350,0.1450,22.8100,1.0530,7.6900,11.1230,18.3020
1197,52668,42,0.5453,2.8560,1.2440,0.2830,567.1890,35.5880,152.3770,47.6740,175.4700
1197,52668,71,0.6435,1.6653,1.4250,0.3570,255.7400,10.5340,70.5540,38.8970,144.3690
1198,52669,564,0.4456,2.7595,1.2440,0.1710,439.9780,33.2270,124.0130,36.1630,169.7470
1199,52703,599,1.2674,3.3944,1.1590,0.4070,692.2230,42.9090,193.9840,187.9770,155.3840
1202,52672,41,1.0890,2.3416,1.2440,0.2590,1051.8100,36.6860,260.2890,73.2060,446.0840
1204,52669,316,0.7334,2.6855,1.2280,0.0860,680.6230,43.1960,181.2620,77.1370,237.3130
1205,52670,433,0.7431,2.1191,1.2110,0.7700,1375.2170,56.4950,281.2040,112.5620,534.3370
1207,52672,414,0.4446,1.5358,1.5940,0.1100,107.5200,4.8210,25.7250,34.2230,56.9170
1210,52701,146,0.4959,1.3078,1.3450,0.4200,438.4760,22.7270,94.6170,35.7010,171.5190
1210,52701,390,1.7014,3.8158,1.1680,0.3160,902.8460,56.2250,284.2790,351.7470,186.3020
1212,52703,487,1.1666,2.6834,1.3480,0.1700,888.6860,25.7800,252.2350,169.5290,338.3710
1213,52972,331,0.6716,1.2247,1.2800,0.4520,702.2880,41.7920,158.6840,38.0970,255.1620
1213,52972,374,0.7042,2.9188,1.2210,0.2180,788.1900,39.7150,210.6360,256.5890,212.0420
1217,52672,271,2.1423,4.6622,1.1360,0.2350,1702.2280,258.3440,517.5780,2271.7550,83.9260
1220,52723,596,0.3611,2.0230,1.2730,0.2260,1088.0500,41.8490,271.5810,89.3250,427.9540
1223,52781,517,0.6442,2.0032,1.4040,0.0870,172.7310,10.1930,47.1310,12.3980,79.1690
1224,52765,336,0.9779,2.0656,1.2460,0.3400,1911.8830,102.3440,436.6910,452.2830,537.8090
1226,52734,195,0.5413,1.1344,1.3490,0.5260,978.6420,28.7310,178.7350,52.2060,494.7190
1227,52733,444,0.6780,2.6429,1.4180,0.2950,442.1910,24.8550,115.1880,34.7350,190.1000
1227,52733,611,0.9115,2.5152,1.2660,0.0900,1285.4240,56.8800,352.2520,318.7700,391.6830
1230,52672,81,0.9531,3.2892,1.1750,0.2640,1101.7860,58.9200,303.5900,522.1310,223.5200
1230,52672,82,1.0990,4.4678,1.5790,-0.1250,378.7750,12.5610,135.4160,261.7490,113.7170
1230,52672,246,0.3141,1.3753,1.4910,0.3020,287.1670,9.1920,75.2730,41.3650,135.8580
1230,52672,518,0.4894,2.4072,1.2090,0.5700,703.6340,35.7410,177.2230,43.3770,239.0840
1231,52725,31,0.6180,1.9938,1.3270,0.6910,1100.2600,34.3670,219.9000,159.5350,554.1550
1232,52731,317,0.8126,3.9899,1.1400,0.0080,1156.6840,78.1810,351.9180,597.7730,207.1380
1233,52734,47,1.0205,3.7560,1.2650,0.2170,1174.9700,53.6760,299.1710,201.0620,449.2560
1234,52724,308,1.3363,2.4996,1.1950,0.2350,1019.3680,50.6320,281.5520,248.7470,251.7320
1235,52734,632,0.5642,1.1757,1.4020,0.0090,255.5880,17.4200,67.1400,13.7500,89.6660
1236,52751,251,0.4191,0.8641,1.3590,0.1690,492.8940,28.6220,120.6090,73.5080,182.9730
1237,52762,429,1.4368,0.9342,1.3210,0.2230,1198.0850,39.6770,314.6390,230.3460,429.7400
1237,52762,536,2.3435,5.4333,1.1480,0.5220,2197.8390,199.5480,628.3370,1416.9180,382.2010
1238,52761,409,0.2754,0.1691,1.6100,0.2200,397.6650,10.1680,90.5270,25.4120,161.6970
1242,52901,176,1.4752,4.4798,1.1370,0.4380,3676.9170,76.1800,1093.5960,2475.9160,739.7530
1242,52901,540,1.4029,5.2903,1.1490,0.2540,950.3680,51.5450,328.8590,869.5220,128.9340
1243,52930,223,3.6455,6.8789,1.1230,-0.0010,701.3720,88.1220,244.8550,491.6460,106.9590
1243,52930,447,4.6737,4.9020,1.1660,0.0940,533.3000,65.7700,157.9880,352.5700,63.6090
1264,52707,266,1.3930,2.0981,1.2330,0.2170,1511.0290,64.8920,450.8780,1111.1870,197.6930
1266,52709,37,0.5248,1.5459,1.3660,0.1820,615.8990,26.9250,151.7410,30.9870,277.1230
1267,52932,76,0.4186,2.2527,1.3460,0.1360,125.0490,2.8220,36.5180,43.8530,98.5120
1267,52932,458,1.0878,2.0384,1.2820,0.3240,1309.1510,51.5930,354.8740,301.0720,540.3280
1268,52933,537,0.4901,2.2955,1.2900,0.3690,602.4630,26.9300,137.7760,24.9020,208.7780
1270,52991,252,1.8708,4.2056,1.1650,0.4700,2754.8890,217.5330,751.3240,2251.3770,239.9020
1275,52996,187,0.9454,1.8873,1.2330,0.5120,497.5770,28.0770,118.6340,55.1870,175.5330
1276,53035,250,0.6201,0.8481,1.4490,0.0610,120.7350,6.3050,30.1840,59.7420,45.8710
1277,52765,327,2.0948,4.9908,1.1750,0.2080,1981.5990,131.3900,622.8020,1563.7550,285.9320
1281,52753,3,0.8687,2.0105,1.2140,0.4370,657.6090,41.6950,143.9340,67.6160,222.4830
1281,52753,257,0.3468,1.4330,1.2480,0.6890,1686.3000,46.2980,302.0620,75.8440,713.6420
1281,52753,529,0.4232,2.0597,1.2700,0.6790,972.6710,32.6520,215.6090,45.8740,371.3010
1283,52762,384,1.7899,2.4584,1.2340,0.1830,504.9140,34.5450,152.9630,147.5710,136.5690
1283,52762,396,1.0374,1.9018,1.3780,0.4370,812.4090,39.6000,175.7670,92.8870,361.3560
1286,52725,397,0.5793,2.0739,1.2200,0.5550,1307.1910,45.6140,282.4920,54.5080,466.6130
1288,52731,493,0.9095,3.0406,1.2420,0.4740,849.7560,31.5400,223.5080,126.9250,316.3980
1289,52734,581,0.5435,1.5272,1.5080,0.0890,243.9060,8.0180,62.6790,261.2530,267.9150
1290,52734,36,0.5508,2.4906,1.2560,0.2390,1712.9090,44.5370,431.3340,110.5330,755.4000
1290,52734,62,0.8562,3.3406,1.2310,0.3580,784.0920,37.8780,210.7050,134.9480,225.1100
1296,52962,253,0.1345,0.1375,1.6480,0.0750,62.4200,1.9110,7.6220,17.8820,49.4990
1300,52973,382,0.6440,1.1592,1.4990,0.3800,224.4380,7.9870,62.2960,44.0570,119.8610
1302,52763,219,0.9375,1.4782,1.2620,0.1830,767.9720,29.9520,187.9480,44.4500,278.9570
1307,52999,378,0.6322,2.5337,1.1840,0.5540,995.1550,53.6240,256.8590,198.6210,242.4520
1308,53053,264,0.6566,2.8182,1.2080,0.4160,1136.5330,44.4540,277.5510,86.4360,344.8860
1310,53033,633,1.1587,4.3289,1.1660,0.1060,976.7700,63.1820,298.8100,303.1780,238.5930
1311,52765,400,0.5178,0.2787,1.7110,0.0760,147.2780,5.5100,48.6300,140.9520,118.8380
1313,52790,324,1.4771,4.5743,1.1880,0.2960,1066.9930,62.4420,307.2180,95.6360,352.6200
1314,53050,189,0.6397,1.2999,1.5850,0.1540,219.9930,5.6580,58.2990,80.0730,96.6620
1314,53050,192,0.7516,1.6907,1.3060,0.3790,506.0160,26.9420,118.4540,40.1260,167.6850
1314,53050,522,1.0041,4.3706,1.2200,0.1280,904.2420,56.6550,266.2140,323.0470,222.3690
1315,52791,308,0.6475,3.9329,1.2400,0.2210,572.4760,36.2310,151.7980,56.2770,190.4480
1315,52791,309,1.2529,1.7078,1.2630,0.2350,864.7380,49.1940,213.9380,103.5670,280.4900
1318,52781,60,0.4372,0.9829,1.6120,0.3870,367.6770,14.1330,69.5850,33.5430,190.9200
1318,52781,582,1.1738,2.2734,1.3140,0.3740,459.1240,23.8380,110.1880,53.2300,189.2630
1319,52791,401,2.9712,7.9195,1.0950,0.4120,2459.1160,202.7350,827.5690,2895.5850,213.8460
1321,52764,19,0.5037,3.7323,1.2140,0.2810,835.7230,44.3690,230.9090,135.5200,263.4350
1322,52791,510,0.4607,1.9150,1.2790,0.5970,928.7310,45.0390,188.6980,161.6670,621.6490
1322,52791,614,1.1292,2.1002,1.1950,0.4670,1476.9570,68.5400,342.1610,254.5240,394.1010
1324,53088,270,0.4353,0.7754,1.4360,0.3470,183.5410,8.6620,49.5970,119.0720,81.1260
1328,52786,457,0.7481,3.5002,1.2320,0.1450,1086.0390,57.0220,317.6470,400.1150,304.4200
1329,52767,160,1.2598,3.2744,1.1880,0.3370,2213.2930,96.7480,622.1820,750.3990,477.2560
1329,52767,476,0.6646,2.3404,1.2820,0.4210,947.0800,33.4740,214.9660,52.5770,353.3890
1330,52822,493,0.3050,1.6590,1.5860,0.2940,126.9000,4.8020,29.1450,59.4510,97.5440
1331,52766,139,0.2335,2.1385,1.2880,0.4080,1439.2220,58.5900,309.1400,274.0560,489.1810
1331,52766,520,0.8871,2.3283,1.3960,0.1480,410.7060,17.5520,117.7370,72.9780,154.0900
1333,52782,234,0.4165,1.0134,1.5650,0.0870,126.6530,5.8870,26.0670,20.7290,72.9370
1334,52764,427,0.4503,1.2688,1.3850,0.2770,757.3690,20.1510,161.8140,46.9800,350.4690
1335,52824,290,0.3970,2.7101,1.2410,0.4310,120.6220,6.3470,26.0950,24.1860,64.5790
1335,52824,391,1.1404,3.4907,1.1390,0.3100,1681.5190,166.5180,480.9560,2004.5620,129.6320
1336,52759,52,1.1483,1.8705,1.2180,0.5400,693.0390,37.8230,155.0060,57.3090,247.7230
1339,52767,462,1.0779,3.3599,1.1900,0.3810,873.9040,43.8470,278.2800,287.1690,191.3780
1343,52790,290,1.6888,3.0204,1.2140,0.2070,567.1130,39.9030,171.3800,144.7460,128.5060
1344,52792,70,1.4834,4.4057,1.2090,0.1830,1335.6110,184.3090,382.8220,703.0090,264.2930
1345,52814,357,0.5073,1.8207,1.4500,0.3030,492.8100,18.6630,103.9570,80.5680,222.9150
1356,53033,157,1.1319,3.1217,1.1870,0.4480,963.8890,48.0470,236.0510,160.1510,278.3480
1356,53033,386,0.4939,2.5341,1.2880,0.4710,665.5080,33.9190,161.5550,85.7300,272.4280
1357,53034,479,1.0647,2.6077,1.2500,0.3810,1091.3740,43.3420,316.6470,385.2710,250.6070
1359,53002,214,0.4303,1.2274,1.6310,0.0720,48.0330,1.7370,14.0380,34.6240,9.3250
1359,53002,355,0.7245,1.4918,1.5450,0.2950,314.7170,12.0560,84.3160,494.7100,191.7680
1360,53033,242,1.1687,3.2731,1.2630,0.3750,996.4600,50.1850,258.9970,96.3130,425.2500
1360,53033,377,0.7458,2.2251,1.2140,0.5410,529.0770,34.8230,126.2210,75.9800,152.2900
1361,53047,152,1.7348,3.9070,1.1910,0.2820,1908.2380,57.5460,522.9890,440.5270,588.5210
1361,53047,612,0.7617,1.6769,1.2940,0.2330,547.9560,34.5860,141.9650,42.6300,181.5240
1362,53050,243,0.6263,2.1305,1.2210,0.4150,1722.0030,48.2320,392.2400,160.2190,719.3030
1363,53053,55,0.9352,2.7143,1.1760,0.3220,1634.6900,56.7990,461.2190,952.4910,286.0980
1363,53053,411,3.2469,7.1174,1.0700,0.6350,2004.6060,247.4340,658.9460,2685.8360,87.6100
1363,53053,599,1.4014,5.9404,1.1620,0.1840,1763.2600,226.3160,543.3180,2163.5560,111.8440
1364,53061,153,0.7440,1.6775,1.2660,0.4120,715.5680,35.4940,167.6930,37.1640,250.5250
1364,53061,216,0.9355,1.3658,1.2470,0.5250,1575.5900,57.2320,357.9930,303.9440,517.1080
1364,53061,313,0.4478,1.2666,1.3430,0.1080,302.5390,22.5380,82.3150,39.0800,91.6080
1364,53061,365,0.5209,0.9025,1.4750,0.1740,427.9890,15.4620,124.3070,107.5860,162.4050
1364,53061,471,0.9979,1.8683,1.2060,0.5690,884.3930,48.3600,209.8860,98.9420,275.9730
1366,53063,35,1.9427,1.8821,1.2830,0.1640,739.5420,39.6080,200.3430,246.5590,267.8130
1368,53084,257,1.7484,2.6558,1.1920,0.3160,1460.3360,57.7610,358.6770,209.9420,460.4900
1368,53084,435,1.6538,2.9825,1.1890,0.1940,744.4570,39.8030,205.5360,105.7550,245.5030
1369,53089,579,0.8501,2.9977,1.2030,0.3960,752.0280,37.9110,211.4140,74.1250,289.7440
1370,53090,32,1.0709,2.9357,1.2100,0.1740,931.1640,43.0490,253.8420,186.2080,280.2970
1370,53090,478,0.9350,3.6018,1.2870,0.3280,368.8210,21.5930,101.0970,39.4290,136.4110
1371,52821,455,0.9491,2.1844,1.2500,0.2260,1247.9490,44.4090,297.7560,102.1730,501.2780
1372,53062,288,1.1748,1.7463,1.2430,0.5830,724.0680,45.7110,177.7090,163.3250,182.1880
1372,53062,394,0.3579,1.4941,1.5130,0.2410,169.0790,7.2120,35.5270,34.3150,83.1540
1373,53063,163,1.5660,2.5044,1.1940,0.2020,1490.1710,84.7340,401.5610,477.3720,371.6080
1376,53089,35,0.8590,0.6552,1.5720,0.1620,166.1010,6.1000,31.7730,22.1360,75.3370
1376,53089,250,0.1659,0.4732,1.8630,0.0350,54.4840,1.7400,13.6190,24.1290,19.2500
1377,53050,564,0.3342,0.8045,1.4550,0.3560,255.4070,13.3260,55.4440,51.1530,162.4860
1378,53061,206,0.8628,1.6043,1.2640,0.6000,812.3730,42.8420,187.0870,73.8230,290.1390
1379,53084,37,0.7364,2.9587,1.2460,0.2960,876.6850,51.1240,200.5510,31.5650,305.2810
1379,53084,149,0.9753,2.4615,1.1950,0.5900,2295.4780,77.1310,496.3660,285.2130,1004.3760
1379,53084,157,0.9722,1.6394,1.2370,0.4470,707.6620,40.6740,167.4970,90.7300,212.1680
1379,53084,446,0.8776,2.1139,1.3160,0.2700,735.1670,29.9840,181.5810,110.9120,352.5220
1379,53084,552,1.2342,3.0665,1.2580,0.3430,606.0580,31.6330,164.0060,41.2310,232.8030
1380,53084,19,1.4327,3.7106,1.2220,0.1630,1214.8020,59.7960,353.4220,361.6880,306.4870
1384,53121,574,0.4293,1.3922,1.3220,0.6380,732.7140,30.8040,143.9520,39.7810,335.2110
1385,53108,414,0.9722,2.9770,1.2010,0.2520,1523.3730,68.1820,423.8460,579.4190,374.0020
1389,53135,75,1.0905,2.4705,1.2000,0.7040,664.7020,41.9070,157.1100,114.5960,200.3490
1390,53142,532,0.3196,2.2744,1.2960,0.3230,383.8630,23.0070,82.0100,23.4600,139.6650
1391,52817,610,1.9498,3.4418,1.2190,0.3280,1700.7810,84.9880,448.2650,497.5520,480.5410
1392,52822,3,0.6258,2.0438,1.3480,0.3950,446.9220,25.4020,103.6040,32.6090,194.4800
1394,53108,294,4.7108,10.2073,1.0250,0.6920,6600.2520,614.2940,1954.2360,9902.3470,660.5290
1398,53146,370,0.4139,1.2944,1.5030,0.4130,370.4050,12.7070,75.5040,22.8790,181.5660
1400,53470,194,1.3700,3.7322,1.2070,0.2300,1476.6860,54.4480,436.7930,222.5070,442.7180
1400,53470,401,0.5882,0.8208,1.3080,0.2370,583.2190,39.4730,150.7790,180.4470,135.7300
1401,53144,397,1.0763,5.9753,1.1460,0.1610,2124.2560,306.2460,652.0450,3472.3770,111.2350
1403,53227,407,0.8898,2.4254,1.2530,0.3330,721.7370,43.3290,180.8200,89.3890,227.1700
1403,53227,469,0.5188,3.5131,1.2360,0.3050,876.6180,48.9870,219.9180,76.1200,288.8950
1404,52825,506,1.4935,3.2445,1.2250,0.1680,610.2010,37.6930,181.0240,205.9410,138.6110
1409,52824,30,0.7476,1.5603,1.3150,0.4210,572.4630,27.3580,132.4730,30.0190,220.9040
1409,52824,128,0.5714,0.8718,1.2850,0.4820,972.2910,54.1980,190.1460,86.4480,367.7300
1417,53141,482,1.5440,5.3779,1.1370,0.6590,2282.1830,276.1380,595.5930,1846.2220,244.9150
1419,53144,132,0.8060,3.0277,1.2550,0.3560,683.0670,34.5850,167.7280,39.9560,262.3280
1419,53144,206,0.2617,1.4999,1.2620,0.8080,1761.8360,57.6960,323.6270,69.7480,676.6420
1423,53167,370,1.0098,1.4120,1.5170,0.4150,196.4520,7.2040,53.8600,27.3310,90.8640
1425,52913,308,0.8558,3.8893,1.2060,0.4020,2497.5540,100.1440,548.8200,226.8380,899.0870
1425,52913,488,0.8705,2.2406,1.4970,0.3360,154.3670,6.4350,30.5890,25.6170,92.5160
1426,52993,229,1.0316,4.2091,1.1400,0.1240,1246.4810,109.4880,370.9940,838.5870,165.2660
1427,52996,446,1.5339,2.2191,1.2240,0.2890,752.5660,48.1080,201.6350,193.6720,169.1450
1428,52998,407,0.8517,2.6337,1.2220,0.3280,838.0210,42.3250,214.7700,87.5010,281.5030
1429,52990,554,0.9600,1.7315,1.3970,0.3280,246.9640,13.3350,68.8300,66.9510,92.8600
1430,53002,351,0.6870,0.4759,1.5520,0.1360,172.1340,6.8150,51.7480,66.2320,67.2260
1431,52992,556,0.4960,2.4051,1.4380,0.1450,204.2430,11.6440,56.7790,50.8710,96.0050
1436,53054,225,0.5139,1.9138,1.2590,0.5120,502.6170,27.8220,108.1080,33.9910,181.4150
1436,53054,624,1.1761,2.5113,1.2370,0.5620,1304.4200,46.1390,308.8990,86.3460,492.8340
1437,53046,20,1.0050,1.4987,1.3050,0.7460,602.7430,28.8040,100.5010,31.0560,233.7790
1438,53054,209,3.6958,5.1923,1.1580,0.2160,1223.6170,171.9560,378.3100,1201.0470,120.5740
1439,53003,117,1.2686,2.9397,1.2100,0.6280,877.5510,48.7330,202.2080,46.5080,353.1750
1439,53003,177,0.5831,2.5105,1.3450,0.3770,280.7410,11.5120,66.7470,18.9590,107.9470
