#      Objid          plate    mjd    fiberid       ra           dec       fiberMag_z   modelMag_u   modelMag_g   modelMag_r   modelMag_i   modelMag_z   extinction_u   extinction_g   extinction_r   extinction_i   extinction_z    fuv_mag      nuv_mag      dered_u      dered_g      dered_r      dered_i      dered_z    petroR90_r  modelMagErr_u  modelMagErr_g  modelMagErr_r  modelMagErr_i  modelMagErr_z   fuv_magerr   nuv_magerr      e_bv      redshift     s2n_r     sn_fuv_auto   survey   morph_type   mag_ab_u   mag_ab_g   mag_ab_r   mag_ab_i   mag_ab_z    av_mw    a_lambda_u  a_lambda_g  a_lambda_r  a_lambda_i  a_lambda_z  a_lambda_fuv  a_lambda_nuv  fiber_corr  flux_u(E-17)  flux_g(E-17)  flux_r(E-17)  flux_i(E-17)  flux_z(E-17)  flux_fuv(E-17)  flux_nuv(E-17)  flux_u_err(E-17)  flux_g_err(E-17)  flux_r_err(E-17)  flux_i_err(E-17)  flux_z_err(E-17)  flux_fuv_err(E-17)  flux_nuv_err(E-17)  flux_u_esc(E-17)  flux_g_esc(E-17)  flux_r_esc(E-17)  flux_i_esc(E-17)  flux_z_esc(E-17)  flux_fuv_esc(E-17)  flux_nuv_esc(E-17)  scaling_factor  chi^2(goodness)  absolute_goodness  Mag_Abs_u   Mag_Abs_g   Mag_Abs_r   Mag_Abs_i   Mag_Abs_z
587742774566453353    2604    54484     493      198.5816    17.2405900     17.92817     19.46959     18.25290     17.70946     17.31917     17.16619      0.11098        0.08166        0.05922        0.04491        0.03184       21.15409     20.72150     19.35861     18.17125     17.65024     17.27427     17.13435    2.97148       0.04953        0.00805        0.00744        0.00779        0.02367       0.35685      0.11013     0.02158627   0.0731600   21.8277     3.043303     ['AIS']       3       19.31861   18.18124   17.66024   17.28426   17.15435    0.06692    0.10559     0.08140     0.05877     0.04509     0.03238     0.17538       0.19124       1.00000     16.11416      26.28801      24.62930      23.66116      18.71174      19.10158        13.55288         0.00000           0.00000           0.00000           0.00000           0.00000             0.23586             0.01086             0.58182           0.94916           0.88927           0.85431           0.67561           0.68969             0.48934           0.03611          0.00218          0.00073        -18.25088   -19.38825   -19.90926   -20.28523   -20.41514
587742773493563591    2605    54484      94      200.6550    16.0604500     17.82147     19.51635     18.19286     17.58274     17.20749     16.99968      0.11370        0.08366        0.06068        0.04601        0.03262       21.26525     20.42107     19.40264     18.10920     17.52207     17.16148     16.96706    2.95954       0.05729        0.00777        0.00658        0.00628        0.01710       0.35929      0.09619     0.02204349   0.0720142   23.4547     3.022619     ['AIS']       3       19.36265   18.11920   17.53206   17.17148   16.98706    0.06833    0.10783     0.08313     0.06002     0.04605     0.03306     0.17910       0.19529       1.00000     15.47368      27.83401      27.71545      26.25120      21.82885      17.30047        17.93855         0.00000           0.00000           0.00000           0.00000           0.00000             0.22578             0.00415             0.53307           0.95888           0.95479           0.90435           0.75200           0.59600             0.61798           0.03445          0.00813          0.00271        -18.17078   -19.41423   -20.00136   -20.36195   -20.54637
587742902331048092    2605    54484     146      200.8510    16.4136100     18.09392     18.95227     18.11884     17.72837     17.39963     17.34707      0.12266        0.09026        0.06546        0.04964        0.03519       19.99888     19.76938     18.82960     18.02858     17.66291     17.35000     17.31187    3.19962       0.03146        0.00722        0.00686        0.00706        0.01912       0.17515      0.05927     0.02397463   0.0688182   22.2309     6.200469     ['AIS']       3       18.78961   18.03858   17.67291   17.35999   17.33188    0.07432    0.11728     0.09041     0.06527     0.05008     0.03596     0.19479       0.21240       1.00000     26.23074      29.97930      24.34350      22.06703      15.88925      56.33016        33.20105         0.00000           0.00000           0.00000           0.00000           0.00000             0.15604            -0.01632             0.69389           0.79305           0.64396           0.58374           0.42032           1.49011             0.87828           0.02645          0.00539          0.00180        -18.64024   -19.39126   -19.75693   -20.06985   -20.09797
587742774030893109    2606    54154     302      201.7411    16.3976400     17.05193     18.65904     17.40350     16.93193     16.68918     16.49793      0.09327        0.06863        0.04977        0.03774        0.02676       20.60446     19.79485     18.56577     17.33487     16.88216     16.65143     16.47117    2.09115       0.02421        0.00501        0.00486        0.00511        0.01078       0.23036      0.06401     0.01838867   0.0664495   32.5783     4.714442     ['AIS']       3       18.52577   17.34487   16.89216   16.66144   16.49117    0.05700    0.08995     0.06934     0.05007     0.03841     0.02758     0.14940       0.16291       1.00000     33.44606      56.79450      49.96713      41.99195      34.46562      30.95729        31.01821         0.00000           0.00000           0.00000           0.00000           0.00000             0.18694            -0.01412             0.49044           0.83281           0.73270           0.61575           0.50539           0.45395             0.45484           0.01466          0.00592          0.00197        -18.82429   -20.00518   -20.45790   -20.68862   -20.85889
587742903405838562    2606    54154     591      203.4208    16.9680900     18.18709     19.48470     18.20203     17.73306     17.45854     17.22124      0.12510        0.09205        0.06676        0.05062        0.03589       20.67292     20.18715     19.35961     18.10999     17.66630     17.40792     17.18534    3.47041       0.05000        0.00810        0.00792        0.01364        0.02594       0.31806      0.12412     0.02475282   0.0504893   17.9798     3.414408     ['AIS']       3       19.31960   18.11998   17.67630   17.41792   17.20535    0.07673    0.12108     0.09334     0.06739     0.05171     0.03713     0.20111       0.21929       1.00000     16.09950      27.81391      24.26759      20.92059      17.85315      30.45069        22.73731         0.00000           0.00000           0.00000           0.00000           0.00000             0.25667            -0.00484             0.54087           0.93442           0.81528           0.70284           0.59979           1.02301             0.76387           0.03360          0.00241          0.00080        -17.40856   -18.60818   -19.05186   -19.31024   -19.52281
587742576440836213    2608    54474     105      181.3299    19.7285400     17.75079     19.64489     18.07417     17.39404     17.00639     16.75595      0.14088        0.10366        0.07518        0.05701        0.04042       20.87155     21.36777     19.50401     17.97051     17.31886     16.94938     16.71553    3.06391       0.05610        0.00881        0.00645        0.00655        0.01548       0.25808      0.28566     0.02762381   0.0650849   23.8529     4.207924     ['AIS']       3       19.46401   17.98051   17.32886   16.95938   16.73553    0.08563    0.13513     0.10417     0.07521     0.05770     0.04143     0.22443       0.24473       1.00000     14.09444      31.62641      33.41972      31.91449      27.51957      25.89799         7.84214         0.00000           0.00000           0.00000           0.00000           0.00000             0.19593             0.03758             0.47559           1.06717           1.12768           1.07689           0.92859           0.87387             0.26462           0.03374          0.00603          0.00201        -17.83884   -19.32233   -19.97399   -20.34346   -20.56732
587742577516150850    2610    54476     590      185.1391    20.5748800     17.85807     19.39562     18.36846     17.82201     17.41287     17.23521      0.13424        0.09877        0.07164        0.05432        0.03851       21.03000     20.38246     19.26139     18.26969     17.75037     17.35855     17.19669    2.50209       0.03538        0.00851        0.00701        0.00736        0.01745       0.32521      0.18510     0.02583254   0.0634284   18.8901     3.339332     ['AIS']       3       19.22138   18.27969   17.76037   17.36855   17.21670    0.08008    0.12637     0.09742     0.07033     0.05396     0.03875     0.20988       0.22886       1.00000     17.62380      24.00929      22.45935      21.89379      17.66752      22.08998        19.15820         0.00000           0.00000           0.00000           0.00000           0.00000             0.23044             0.00447             0.73061           0.99533           0.93107           0.90763           0.73242           0.91576             0.79422           0.04146          0.00216          0.00072        -18.02286   -18.96456   -19.48387   -19.87570   -20.02755
588023668098859036    2611    54477      54      186.0365    19.0376600     18.18605     19.16945     18.05884     17.67623     17.39702     17.26810      0.20094        0.14785        0.10723        0.08131        0.05765       21.05643     20.42568     18.96851     17.91099     17.56899     17.31571     17.21045    3.37427       0.04339        0.00763        0.00685        0.00711        0.01760       0.32019      0.21299     0.03928162   0.0552503   18.8246     3.391717     ['AIS']       3       18.92851   17.92099   17.57900   17.32571   17.23045    0.12177    0.19215     0.14813     0.10695     0.08206     0.05892     0.31915       0.34801       1.00000     23.08070      33.40868      26.54288      22.77496      17.44515      23.78755        20.49500         0.00000           0.00000           0.00000           0.00000           0.00000             0.23452             0.00039             0.61996           0.89738           0.71296           0.61175           0.46859           0.63895             0.55051           0.02686          0.00135          0.00045        -18.00297   -19.01049   -19.35249   -19.60577   -19.70103
588023669172535397    2611    54477     171      185.8785    19.8173300     18.10526     19.31230     18.19623     17.65999     17.33064     17.17041      0.18233        0.13415        0.09730        0.07378        0.05231       20.24790     20.53465     19.12997     18.06207     17.56269     17.25686     17.11810    3.14930       0.03989        0.00727        0.00829        0.00880        0.01743       0.28402      0.22586     0.03535238   0.0645806   19.6876     3.823631     ['AIS']       3       19.08997   18.07208   17.57269   17.26686   17.13810    0.10959    0.17293     0.13332     0.09625     0.07385     0.05303     0.28723       0.31320       1.00000     19.89129      29.06864      26.69749      24.04344      18.99391      48.67197        17.96598         0.00000           0.00000           0.00000           0.00000           0.00000             0.25372             0.00964             0.55892           0.81680           0.75017           0.67560           0.53371           1.36763             0.50483           0.02810          0.01674          0.00558        -18.19519   -19.21308   -19.71247   -20.01830   -20.14706
588023668635205798    2611    54477     273      184.7537    19.4845300     18.03492     19.46885     18.27125     17.71350     17.35749     17.10948      0.14182        0.10435        0.07569        0.05739        0.04069       20.71509     20.53461     19.32702     18.16689     17.63782     17.30010     17.06879    3.29198       0.05709        0.00745        0.00653        0.00619        0.01452       0.27792      0.19611     0.02739358   0.0681623   19.4814     3.907572     ['AIS']       3       19.28703   18.17690   17.64781   17.31010   17.08879    0.08492    0.13400     0.10330     0.07458     0.05722     0.04109     0.22256       0.24269       1.00000     16.58985      26.39347      24.91270      23.10474      19.87642      29.86198        16.86170         0.00000           0.00000           0.00000           0.00000           0.00000             0.22276             0.01150             0.57064           0.90786           0.85692           0.79473           0.68369           1.02716             0.57999           0.03440          0.01028          0.00343        -18.12099   -19.23112   -19.76020   -20.09792   -20.31923
588023669172011255    2611    54477     399      184.6853    19.9348600     18.34321     19.13243     18.11236     17.79970     17.53777     17.45771      0.13730        0.10103        0.07327        0.05556        0.03939       19.82620     19.42367     18.99513     18.01133     17.72643     17.48220     17.41831    2.85339       0.04283        0.00767        0.00687        0.00742        0.02049       0.23923      0.10641     0.02642731   0.0653337   18.0367     4.539581     ['AIS']       3       18.95513   18.02133   17.73643   17.49221   17.43832    0.08192    0.12927     0.09966     0.07195     0.05520     0.03964     0.21471       0.23413       1.00000     22.52178      30.45947      22.96022      19.53698      14.40548      67.23647        46.55118         0.00000           0.00000           0.00000           0.00000           0.00000             0.20494            -0.07016             0.62050           0.83920           0.63258           0.53827           0.39689           1.85245             1.28254           0.02755          0.00155          0.00052        -18.35640   -19.29019   -19.57510   -19.81932   -19.87321
587742575370829889    2613    54481      43      190.3799    18.7631200     17.87251     19.65250     18.24475     17.54618     17.16604     16.90072      0.10817        0.07959        0.05772        0.04377        0.03103       21.71081     21.12607     19.54433     18.16516     17.48846     17.12227     16.86969    3.32472       0.05568        0.00995        0.00751        0.00811        0.01686       0.47382      0.27043     0.02099095   0.0679459   22.7331     2.292022     ['AIS']       3       19.50433   18.17516   17.49846   17.13227   16.88969    0.06507    0.10268     0.07916     0.05715     0.04385     0.03148     0.17054       0.18596       1.00000     13.58062      26.43569      28.58672      27.21656      23.87700      11.38912         9.29270         0.00000           0.00000           0.00000           0.00000           0.00000             0.23520             0.03475             0.48071           0.93573           1.01187           0.96337           0.84516           0.40314             0.32893           0.03540          0.02868          0.00956        -17.89644   -19.22561   -19.90232   -20.26850   -20.51109
588023668637433953    2613    54481     109      190.2686    19.3445900     17.71027     18.81680     17.69044     17.25796     16.90844     16.73600      0.12364        0.09097        0.06598        0.05003        0.03547       20.20088     19.64097     18.69316     17.59946     17.19198     16.85840     16.70053    3.16989       0.03033        0.00560        0.00599        0.00518        0.01137       0.21399      0.12395     0.02382452   0.0639070   27.0045     5.075071     ['AIS']       3       18.65316   17.60947   17.20198   16.86841   16.72053    0.07386    0.11654     0.08984     0.06487     0.04977     0.03573     0.19357       0.21107       1.00000     29.74329      44.51114      37.56257      34.70386      27.90252      46.71583        37.32466         0.00000           0.00000           0.00000           0.00000           0.00000             0.19060            -0.04777             0.65971           0.98727           0.83314           0.76974           0.61888           1.03617             0.82787           0.02218          0.00263          0.00088        -18.60817   -19.65186   -20.05935   -20.39292   -20.54080
587742575370961008    2614    54481     296      190.6703    18.7536600     17.82324     19.62036     18.30476     17.61966     17.20714     16.93114      0.09789        0.07203        0.05224        0.03961        0.02809       21.68691     20.89903     19.52247     18.23273     17.56742     17.16752     16.90305    3.25198       0.05043        0.00941        0.00697        0.00760        0.01650       0.40173      0.23101     0.01891620   0.0583936   18.6503     2.703299     ['AIS']       3       19.48247   18.24273   17.57742   17.17753   16.92305    0.05864    0.09253     0.07133     0.05150     0.03951     0.02837     0.15369       0.16758       1.00000     13.85692      24.84067      26.58151      26.10541      23.15436      11.46724        11.26605         0.00000           0.00000           0.00000           0.00000           0.00000             0.20024             0.02728             0.60439           1.08347           1.15940           1.13863           1.00992           0.50016             0.49139           0.04362          0.01310          0.00437        -17.57419   -18.81393   -19.47924   -19.87913   -20.13360
587742904475844753    2615    54483      13      194.4248    18.4381800     17.88405     19.47588     18.29283     17.69286     17.32218     17.10508      0.15428        0.11352        0.08233        0.06243        0.04426       21.23304     20.49726     19.32160     18.17931     17.61053     17.25975     17.06082    3.07752       0.04264        0.00786        0.00695        0.00761        0.01845       0.36752      0.11636     0.02993963   0.0512901   21.2700     2.954929     ['AIS']       3       19.28160   18.18931   17.62053   17.26975   17.08082    0.09281    0.14646     0.11290     0.08152     0.06254     0.04491     0.24325       0.26524       1.00000     16.67303      26.09346      25.54681      23.97960      20.02296      18.88109        17.80983         0.00000           0.00000           0.00000           0.00000           0.00000             0.24151             0.00524             0.66171           1.03559           1.01389           0.95169           0.79466           0.74934             0.70683           0.03969          0.00060          0.00020        -17.48202   -18.57431   -19.14309   -19.49387   -19.68280
587742578057019500    2616    54499     414      195.0329    20.6896300     18.16620     19.23759     18.17941     17.70279     17.40174     17.23305      0.16250        0.11957        0.08672        0.06576        0.04662       20.50037     20.76830     19.07508     18.05984     17.61607     17.33598     17.18643    3.30885       0.04605        0.00796        0.00718        0.00784        0.02024       0.27119      0.13415     0.03091559   0.0578297   19.5749     4.004514     ['AIS']       3       19.03509   18.06984   17.62607   17.34598   17.20643    0.09584    0.15123     0.11658     0.08417     0.06458     0.04637     0.25118       0.27389       1.00000     20.92275      29.12857      25.41671      22.35365      17.83543      37.34184        13.98376         0.00000           0.00000           0.00000           0.00000           0.00000             0.23249             0.01262             0.58595           0.81575           0.71180           0.62602           0.49949           1.04577             0.39162           0.02801          0.00510          0.00170        -17.99960   -18.96485   -19.40862   -19.68870   -19.82826
588023670250405991    2616    54499     566      195.9700    20.4650100     18.28684     19.14627     18.15278     17.84522     17.54498     17.38565      0.13920        0.10242        0.07429        0.05633        0.03994       20.74193     19.91656     19.00707     18.05036     17.77093     17.48866     17.34571    3.19973       0.03379        0.00922        0.00921        0.00929        0.02010       0.23719      0.08346     0.02715465   0.0576325   18.0679     4.578520     ['AIS']       3       18.96707   18.06036   17.78093   17.49865   17.36571    0.08418    0.13283     0.10240     0.07393     0.05672     0.04073     0.22062       0.24057       1.00000     22.27543      29.38415      22.03806      19.42141      15.40173      29.08195        29.73678         0.00000           0.00000           0.00000           0.00000           0.00000             0.18832            -0.01583             0.64434           0.84997           0.63748           0.56179           0.44551           0.84123             0.86017           0.02893          0.00103          0.00034        -18.05989   -18.96660   -19.24602   -19.52830   -19.66124
587742577520869404    2617    54502     393      196.6664    20.1536800     17.71192     18.68735     17.73037     17.28902     16.97161     16.85026      0.14743        0.10848        0.07868        0.05966        0.04230       20.57415     19.68078     18.53992     17.62189     17.21034     16.91195     16.80796    3.27408       0.02552        0.00615        0.00553        0.00612        0.01387       0.23061      0.10343     0.02904075   0.0693737   29.3824     4.709183     ['AIS']       3       18.49992   17.63189   17.22034   16.92195   16.82796    0.09003    0.14206     0.10951     0.07907     0.06066     0.04356     0.23595       0.25728       1.00000     34.25197      43.60125      36.93260      33.03396      25.27376      34.41339        37.50925         0.00000           0.00000           0.00000           0.00000           0.00000             0.19345            -0.04039             0.65969           0.83976           0.71132           0.63623           0.48677           0.66280             0.72243           0.01926          0.00526          0.00175        -18.94825   -19.81628   -20.22783   -20.52622   -20.62021
587742576984195219    2617    54502     496      197.1893    19.6855600     17.86789     19.19201     18.02513     17.64095     17.28730     17.16133      0.15136        0.11137        0.08078        0.06125        0.04343       20.70888     19.92916     19.04064     17.91376     17.56018     17.22605     17.11791    2.74886       0.03779        0.00658        0.00646        0.00658        0.01888       0.23101      0.14461     0.02894151   0.0686706   25.8784     4.701093     ['AIS']       3       19.00065   17.92376   17.57017   17.23605   17.13790    0.08972    0.14157     0.10914     0.07880     0.06046     0.04341     0.23514       0.25640       1.00000     21.59702      33.32359      26.75943      24.73551      18.99734      30.37528        29.81554         0.00000           0.00000           0.00000           0.00000           0.00000             0.18626            -0.02769             0.57822           0.89217           0.71643           0.66225           0.50862           0.81324             0.79825           0.02677          0.00246          0.00082        -18.42430   -19.50119   -19.85477   -20.18890   -20.28705
587742578059051075    2618    54506     623      199.8621    20.3020900     19.18644     19.30611     18.57299     18.69099     18.37703     18.51423      0.09979        0.07343        0.05325        0.04038        0.02863       19.39902     19.43807     19.20631     18.49956     18.63773     18.33665     18.48560    2.47538       0.03872        0.00924        0.01243        0.01394        0.04447       0.13579      0.10209     0.01886529   0.0557575   12.5726     7.997355     ['AIS']       3       19.16632   18.50956   18.64774   18.34665   18.50560    0.05848    0.09228     0.07114     0.05136     0.03941     0.02830     0.15327       0.16713       1.00000     18.54069      19.42808       9.91865       8.89368       5.39032      94.28728        43.24934         0.00000           0.00000           0.00000           0.00000           0.00000             0.08792            -0.05689             0.80569           0.84425           0.43102           0.38648           0.23424           4.09727             1.87941           0.04346          0.03597          0.01199        -17.78582   -18.44257   -18.30440   -18.60549   -18.44654
587742549601026071    2642    54232     121      205.1866    17.8786800     18.17632     19.09743     18.11013     17.73914     17.42995     17.29037      0.10205        0.07509        0.05446        0.04129        0.02928       20.07549     19.92748     18.99538     18.03504     17.68468     17.38865     17.26109    3.14228       0.03073        0.00776        0.00679        0.00739        0.01835       0.20380      0.14307     0.01973978   0.0648966   17.2445     5.328872     ['AIS']       3       18.95538   18.04504   17.69468   17.39866   17.28109    0.06119    0.09656     0.07444     0.05374     0.04123     0.02961     0.16038       0.17488       1.00000     22.51644      29.80146      23.86020      21.29505      16.65012      50.89127        27.74881         0.00000           0.00000           0.00000           0.00000           0.00000             0.18232            -0.02054             0.70724           0.93606           0.74945           0.66888           0.52298           1.59849             0.87159           0.03141          0.00195          0.00065        -18.34088   -19.25121   -19.60158   -19.89760   -20.01517
587742576450666647    2642    54232     170      205.1418    18.5326100     17.31923     19.69604     18.07592     17.26299     16.75562     16.42981      0.11524        0.08479        0.06150        0.04663        0.03306       21.74979     21.00154     19.58080     17.99113     17.20149     16.70898     16.39675    3.15444       0.05662        0.00783        0.00626        0.00564        0.01171       0.44026      0.25412     0.02289863   0.0743192   25.0328     2.466710     ['AIS']       3       19.54080   18.00113   17.21149   16.71899   16.41675    0.07099    0.11201     0.08635     0.06235     0.04783     0.03435     0.18604       0.20287       1.00000     13.13207      31.03163      37.23491      39.82412      36.91097      11.14188        10.58184         0.00000           0.00000           0.00000           0.00000           0.00000             0.21567             0.03112             0.49987           1.18122           1.41735           1.51590           1.40501           0.42412             0.40280           0.03806          0.01146          0.00382        -18.06464   -19.60431   -20.39395   -20.88645   -21.18869
587742775642619936    2642    54232     253      204.5327    17.5292600     19.09189     18.99380     18.41259     18.48829     18.26117     18.42156      0.11196        0.08238        0.05975        0.04530        0.03212       19.11555     18.93620     18.88184     18.33021     18.42854     18.21586     18.38944    2.46554       0.03279        0.00800        0.01006        0.01248        0.04708       0.11910      0.05260     0.02160070   0.0601952   11.6959     9.118150     ['AIS']       3       18.84184   18.34021   18.43854   18.22587   18.40944    0.06696    0.10566     0.08146     0.05881     0.04512     0.03240     0.17550       0.19137       1.00000     24.99865      22.70758      12.02624       9.94020       5.88951     124.89103        70.17811         0.00000           0.00000           0.00000           0.00000           0.00000             0.02951            -0.07860             0.89040           0.80880           0.42835           0.35405           0.20977           4.44837             2.49960           0.03562          0.02169          0.00723        -18.28367   -18.78530   -18.68697   -18.89964   -18.71607
587742577524605101    2642    54232     582      205.8209    19.4064000     18.15182     19.76887     18.43433     17.77341     17.37790     17.20355      0.11699        0.08608        0.06243        0.04734        0.03356       21.52801     20.95479     19.65189     18.34825     17.71098     17.33056     17.16998    3.11622       0.06177        0.01253        0.01037        0.01148        0.02185       0.38982      0.17767     0.02252457   0.0547789   16.7085     2.785869     ['AIS']       3       19.61188   18.35825   17.72098   17.34056   17.18999    0.06983    0.11018     0.08494     0.06133     0.04705     0.03379     0.18300       0.19955       1.00000     12.29983      22.33336      23.28921      22.46553      18.10755      13.62957        11.01452         0.00000           0.00000           0.00000           0.00000           0.00000             0.21500             0.02128             0.58346           1.05942           1.10476           1.06569           0.85896           0.64654             0.52249           0.04744          0.00274          0.00091        -17.30024   -18.55387   -19.19114   -19.57156   -19.72214
587742013818798140    2643    54208     439      179.9961    22.4208000     17.76195     18.47362     17.47965     17.16834     16.85001     16.81614      0.13705        0.10084        0.07314        0.05546        0.03932       19.59676     18.95397     18.33657     17.37881     17.09520     16.79455     16.77682    3.34774       0.02053        0.00495        0.00508        0.00525        0.01372       0.16770      0.07444     0.02674707   0.0713045   20.2654     6.475878     ['AIS']       3       18.29657   17.38881   17.10520   16.80455   16.79682    0.08292    0.13084     0.10086     0.07282     0.05587     0.04012     0.21731       0.23696       1.00000     41.30697      54.54191      41.06435      36.80609      26.00914      83.25239        71.93135         0.00000           0.00000           0.00000           0.00000           0.00000             0.12606            -0.11631             0.59261           0.78249           0.58913           0.52804           0.37314           1.19439             1.03197           0.01435          0.01041          0.00347        -19.21424   -20.12200   -20.40561   -20.70626   -20.71399
587742061072220268    2644    54210     119      183.1270    22.2625900     18.23465     19.18692     18.04352     17.70778     17.45702     17.37926      0.13698        0.10079        0.07310        0.05543        0.03930       20.17830     20.07999     19.04994     17.94273     17.63468     17.40159     17.33997    3.25373       0.03266        0.00699        0.00689        0.00717        0.02082       0.25047      0.15469     0.02646633   0.0650868   20.5954     4.335832     ['AIS']       3       19.00994   17.95273   17.64468   17.41159   17.35996    0.08205    0.12947     0.09981     0.07206     0.05529     0.03970     0.21503       0.23447       1.00000     21.41293      32.44608      24.98472      21.04285      15.48354      48.62827        25.44122         0.00000           0.00000           0.00000           0.00000           0.00000             0.22374            -0.01443             0.56304           0.85315           0.65696           0.55331           0.40713           1.27865             0.66896           0.02629          0.00127          0.00042        -18.29297   -19.35018   -19.65823   -19.89132   -19.94295
587742061072810192    2645    54477     163      184.5663    22.1778100     18.22454     19.25147     18.27866     17.87684     17.54336     17.42566      0.24953        0.18360        0.13316        0.10097        0.07159       20.99974     20.34694     19.00194     18.09506     17.74367     17.44239     17.35407    3.38736       0.03271        0.00747        0.00720        0.00791        0.01913       0.30506      0.18602     0.04667643   0.0671806   18.2318     3.559913     ['AIS']       3       18.96194   18.10506   17.75368   17.45239   17.37407    0.14470    0.22833     0.17602     0.12708     0.09750     0.07001     0.37923       0.41352       1.00000     22.38090      28.19893      22.59833      20.26688      15.28365      26.45564        23.37523         0.00000           0.00000           0.00000           0.00000           0.00000             0.23360            -0.00955             0.65733           0.82821           0.66372           0.59525           0.44889           0.77701             0.68654           0.02937          0.00376          0.00125        -18.41303   -19.26991   -19.62129   -19.92258   -20.00090
587742062145830983    2645    54477     343      182.8156    22.9349300     17.43958     18.33833     17.41601     17.02864     16.71626     16.58556      0.15246        0.11218        0.08136        0.06169        0.04374       19.60120     19.10418     18.18587     17.30383     16.94728     16.65457     16.54182    3.41862       0.01810        0.00537        0.00474        0.00609        0.01266       0.17874      0.09081     0.02972151   0.0507950   25.8277     6.075754     ['AIS']       3       18.14587   17.31383   16.95728   16.66457   16.56182    0.09214    0.14539     0.11208     0.08092     0.06209     0.04458     0.24148       0.26331       1.00000     47.45740      58.44161      47.05814      41.87109      32.29436      84.73644        64.14108         0.00000           0.00000           0.00000           0.00000           0.00000             0.13211            -0.11493             0.79895           0.98387           0.79223           0.70490           0.54368           1.42654             1.07982           0.01684          0.00368          0.00123        -18.59589   -19.42793   -19.78448   -20.07719   -20.17994
587742062147403954    2646    54479     547      186.6508    22.9987800     17.74827     19.40175     17.99017     17.43869     17.18064     16.98997      0.11611        0.08544        0.06197        0.04699        0.03331       21.36126     21.62311     19.28564     17.90473     17.37672     17.13366     16.95666    2.94154       0.03443        0.00636        0.00536        0.00598        0.01262       0.46416      0.40378     0.02264571   0.0680939   26.6719     2.339727     ['AIS']       3       19.24564   17.91473   17.38672   17.14365   16.97666    0.07020    0.11078     0.08540     0.06166     0.04730     0.03397     0.18399       0.20062       1.00000     17.23450      33.60174      31.68523      26.93269      22.03900      15.90623         5.95740         0.00000           0.00000           0.00000           0.00000           0.00000             0.27895             0.05184             0.44495           0.86750           0.81802           0.69533           0.56898           0.41065             0.15380           0.02582          0.00779          0.00260        -18.16009   -19.49099   -20.01900   -20.26208   -20.42907
587742188832227434    2646    54479     567      186.9052    23.8628100     17.71576     19.89707     18.47431     17.75968     17.31543     17.02213      0.08962        0.06594        0.04782        0.03626        0.02571       21.49503     21.54797     19.80746     18.40837     17.71185     17.27917     16.99642    2.60687       0.04946        0.00954        0.00665        0.00660        0.01410       0.38092      0.36304     0.01722164   0.0579096   18.6536     2.851000     ['AIS']       3       19.76745   18.41837   17.72186   17.28917   17.01642    0.05339    0.08424     0.06494     0.04689     0.03597     0.02583     0.13992       0.15257       1.00000     10.65790      21.13038      23.27044      23.55455      21.24648      13.51535         6.11402         0.00000           0.00000           0.00000           0.00000           0.00000             0.20908             0.04684             0.67505           1.33835           1.47390           1.49189           1.34571           0.85603             0.38725           0.06334          0.00504          0.00168        -17.27036   -18.61944   -19.31596   -19.74865   -20.02139
587742061073793139    2647    54495     315      186.9678    22.0739600     17.87125     19.34140     18.22870     17.70937     17.37860     17.19641      0.11555        0.08502        0.06166        0.04676        0.03315       20.25934     20.07258     19.22585     18.14369     17.64771     17.33184     17.16327    2.88752       0.03601        0.00688        0.00622        0.00621        0.01491       0.22962      0.15024     0.02238773   0.0658499   25.2173     4.729586     ['AIS']       3       19.18585   18.15368   17.65771   17.34184   17.18326    0.06940    0.10951     0.08443     0.06095     0.04677     0.03358     0.18189       0.19834       1.00000     18.21004      26.96387      24.68672      22.43900      18.22009      43.80418        24.79565         0.00000           0.00000           0.00000           0.00000           0.00000             0.20302            -0.01200             0.66696           0.98758           0.90418           0.82185           0.66733           1.60437             0.90817           0.03663          0.00132          0.00044        -18.14357   -19.17575   -19.67172   -19.98759   -20.14617
587742061613351039    2649    54212     173      193.6633    22.3567200     17.67583     19.56274     18.06421     17.37464     16.98281     16.77347      0.19605        0.14425        0.10462        0.07933        0.05625       22.07576     20.79021     19.36670     17.91996     17.27002     16.90348     16.71723    3.21338       0.05132        0.00673        0.00555        0.00546        0.01462       0.43260      0.20424     0.03757330   0.0722121   24.5341     2.510379     ['AIS']       3       19.32669   17.92996   17.28002   16.91348   16.73722    0.11648    0.18380     0.14169     0.10230     0.07849     0.05636     0.30527       0.33287       1.00000     15.99469      33.13380      34.95743      33.29276      27.47673       9.18736        14.45170         0.00000           0.00000           0.00000           0.00000           0.00000             0.18806             0.01818             0.43902           0.90946           0.95952           0.91383           0.75419           0.25218             0.39667           0.02745          0.02176          0.00725        -18.21300   -19.60973   -20.25968   -20.62622   -20.80247
